Geography,geoid10,Geographic Area Name,med_hh_inc,dollars
1400000US17031250500,17031250500,"Census Tract 2505, Cook County, Illinois",104659,"$104,659"
1400000US17031250600,17031250600,"Census Tract 2506, Cook County, Illinois",56985,"$56,985"
1400000US17031250700,17031250700,"Census Tract 2507, Cook County, Illinois",43358,"$43,358"
1400000US17031250800,17031250800,"Census Tract 2508, Cook County, Illinois",61229,"$61,229"
1400000US17031251000,17031251000,"Census Tract 2510, Cook County, Illinois",29915,"$29,915"
1400000US17031251100,17031251100,"Census Tract 2511, Cook County, Illinois",29460,"$29,460"
1400000US17031251200,17031251200,"Census Tract 2512, Cook County, Illinois",42522,"$42,522"
1400000US17031251300,17031251300,"Census Tract 2513, Cook County, Illinois",37026,"$37,026"
1400000US17031251400,17031251400,"Census Tract 2514, Cook County, Illinois",18806,"$18,806"
1400000US17031251500,17031251500,"Census Tract 2515, Cook County, Illinois",38702,"$38,702"
1400000US17031251600,17031251600,"Census Tract 2516, Cook County, Illinois",32593,"$32,593"
1400000US17031251700,17031251700,"Census Tract 2517, Cook County, Illinois",52031,"$52,031"
1400000US17031251800,17031251800,"Census Tract 2518, Cook County, Illinois",26940,"$26,940"
1400000US17031251900,17031251900,"Census Tract 2519, Cook County, Illinois",26830,"$26,830"
1400000US17031252000,17031252000,"Census Tract 2520, Cook County, Illinois",27156,"$27,156"
1400000US17031252101,17031252101,"Census Tract 2521.01, Cook County, Illinois",-,-
1400000US17031252102,17031252102,"Census Tract 2521.02, Cook County, Illinois",45969,"$45,969"
1400000US17031252201,17031252201,"Census Tract 2522.01, Cook County, Illinois",39702,"$39,702"
1400000US17031252202,17031252202,"Census Tract 2522.02, Cook County, Illinois",37188,"$37,188"
1400000US17031260100,17031260100,"Census Tract 2601, Cook County, Illinois",21188,"$21,188"
1400000US17031260200,17031260200,"Census Tract 2602, Cook County, Illinois",41506,"$41,506"
1400000US17031260300,17031260300,"Census Tract 2603, Cook County, Illinois",18803,"$18,803"
1400000US17031260400,17031260400,"Census Tract 2604, Cook County, Illinois",-,-
1400000US17031260500,17031260500,"Census Tract 2605, Cook County, Illinois",40985,"$40,985"
1400000US17031260600,17031260600,"Census Tract 2606, Cook County, Illinois",43427,"$43,427"
1400000US17031260700,17031260700,"Census Tract 2607, Cook County, Illinois",30694,"$30,694"
1400000US17031260800,17031260800,"Census Tract 2608, Cook County, Illinois",37708,"$37,708"
1400000US17031260900,17031260900,"Census Tract 2609, Cook County, Illinois",24112,"$24,112"
1400000US17031261000,17031261000,"Census Tract 2610, Cook County, Illinois",40684,"$40,684"
1400000US17031270500,17031270500,"Census Tract 2705, Cook County, Illinois",19107,"$19,107"
1400000US17031271200,17031271200,"Census Tract 2712, Cook County, Illinois",27784,"$27,784"
1400000US17031271300,17031271300,"Census Tract 2713, Cook County, Illinois",33750,"$33,750"
1400000US17031271400,17031271400,"Census Tract 2714, Cook County, Illinois",27273,"$27,273"
1400000US17031271500,17031271500,"Census Tract 2715, Cook County, Illinois",37857,"$37,857"
1400000US17031271800,17031271800,"Census Tract 2718, Cook County, Illinois",50441,"$50,441"
1400000US17031280100,17031280100,"Census Tract 2801, Cook County, Illinois",131742,"$131,742"
1400000US17031280400,17031280400,"Census Tract 2804, Cook County, Illinois",65972,"$65,972"
1400000US17031280800,17031280800,"Census Tract 2808, Cook County, Illinois",21786,"$21,786"
1400000US17031280900,17031280900,"Census Tract 2809, Cook County, Illinois",-,-
1400000US17031281900,17031281900,"Census Tract 2819, Cook County, Illinois",118669,"$118,669"
1400000US17031282700,17031282700,"Census Tract 2827, Cook County, Illinois",77826,"$77,826"
1400000US17031282800,17031282800,"Census Tract 2828, Cook County, Illinois",74158,"$74,158"
1400000US17031283100,17031283100,"Census Tract 2831, Cook County, Illinois",41555,"$41,555"
1400000US17031283200,17031283200,"Census Tract 2832, Cook County, Illinois",53153,"$53,153"
1400000US17031283800,17031283800,"Census Tract 2838, Cook County, Illinois",76615,"$76,615"
1400000US17031290900,17031290900,"Census Tract 2909, Cook County, Illinois",31528,"$31,528"
1400000US17031291200,17031291200,"Census Tract 2912, Cook County, Illinois",26250,"$26,250"
1400000US17031291600,17031291600,"Census Tract 2916, Cook County, Illinois",110167,"$110,167"
1400000US17031292200,17031292200,"Census Tract 2922, Cook County, Illinois",32192,"$32,192"
1400000US17031292400,17031292400,"Census Tract 2924, Cook County, Illinois",44801,"$44,801"
1400000US17031292500,17031292500,"Census Tract 2925, Cook County, Illinois",46847,"$46,847"
1400000US17031300500,17031300500,"Census Tract 3005, Cook County, Illinois",49500,"$49,500"
1400000US17031300600,17031300600,"Census Tract 3006, Cook County, Illinois",46839,"$46,839"
1400000US17031300700,17031300700,"Census Tract 3007, Cook County, Illinois",43801,"$43,801"
1400000US17031300800,17031300800,"Census Tract 3008, Cook County, Illinois",30465,"$30,465"
1400000US17031300900,17031300900,"Census Tract 3009, Cook County, Illinois",30395,"$30,395"
1400000US17031301100,17031301100,"Census Tract 3011, Cook County, Illinois",34315,"$34,315"
1400000US17031301200,17031301200,"Census Tract 3012, Cook County, Illinois",38319,"$38,319"
1400000US17031301600,17031301600,"Census Tract 3016, Cook County, Illinois",28527,"$28,527"
1400000US17031301701,17031301701,"Census Tract 3017.01, Cook County, Illinois",49026,"$49,026"
1400000US17031301702,17031301702,"Census Tract 3017.02, Cook County, Illinois",40128,"$40,128"
1400000US17031301801,17031301801,"Census Tract 3018.01, Cook County, Illinois",41188,"$41,188"
1400000US17031301802,17031301802,"Census Tract 3018.02, Cook County, Illinois",37857,"$37,857"
1400000US17031301803,17031301803,"Census Tract 3018.03, Cook County, Illinois",37299,"$37,299"
1400000US17031310200,17031310200,"Census Tract 3102, Cook County, Illinois",96042,"$96,042"
1400000US17031310300,17031310300,"Census Tract 3103, Cook County, Illinois",70149,"$70,149"
1400000US17031310400,17031310400,"Census Tract 3104, Cook County, Illinois",59833,"$59,833"
1400000US17031310500,17031310500,"Census Tract 3105, Cook County, Illinois",53923,"$53,923"
1400000US17031310600,17031310600,"Census Tract 3106, Cook County, Illinois",68958,"$68,958"
1400000US17031310700,17031310700,"Census Tract 3107, Cook County, Illinois",60278,"$60,278"
1400000US17031310800,17031310800,"Census Tract 3108, Cook County, Illinois",59474,"$59,474"
1400000US17031310900,17031310900,"Census Tract 3109, Cook County, Illinois",68347,"$68,347"
1400000US17031320101,17031320101,"Census Tract 3201.01, Cook County, Illinois",112139,"$112,139"
1400000US17031320102,17031320102,"Census Tract 3201.02, Cook County, Illinois",178084,"$178,084"
1400000US17031320400,17031320400,"Census Tract 3204, Cook County, Illinois",155189,"$155,189"
1400000US17031320600,17031320600,"Census Tract 3206, Cook County, Illinois",113051,"$113,051"
1400000US17031330101,17031330101,"Census Tract 3301.01, Cook County, Illinois",161990,"$161,990"
1400000US17031330102,17031330102,"Census Tract 3301.02, Cook County, Illinois",105639,"$105,639"
1400000US17031330103,17031330103,"Census Tract 3301.03, Cook County, Illinois",99623,"$99,623"
1400000US17031330200,17031330200,"Census Tract 3302, Cook County, Illinois",117237,"$117,237"
1400000US17031340300,17031340300,"Census Tract 3403, Cook County, Illinois",35761,"$35,761"
1400000US17031340400,17031340400,"Census Tract 3404, Cook County, Illinois",46827,"$46,827"
1400000US17031340500,17031340500,"Census Tract 3405, Cook County, Illinois",35060,"$35,060"
1400000US17031340600,17031340600,"Census Tract 3406, Cook County, Illinois",13897,"$13,897"
1400000US17031350100,17031350100,"Census Tract 3501, Cook County, Illinois",56593,"$56,593"
1400000US17031350400,17031350400,"Census Tract 3504, Cook County, Illinois",18368,"$18,368"
1400000US17031351000,17031351000,"Census Tract 3510, Cook County, Illinois",52877,"$52,877"
1400000US17031351100,17031351100,"Census Tract 3511, Cook County, Illinois",14463,"$14,463"
1400000US17031351400,17031351400,"Census Tract 3514, Cook County, Illinois",15865,"$15,865"
1400000US17031351500,17031351500,"Census Tract 3515, Cook County, Illinois",-,-
1400000US17031360200,17031360200,"Census Tract 3602, Cook County, Illinois",25305,"$25,305"
1400000US17031380100,17031380100,"Census Tract 3801, Cook County, Illinois",23417,"$23,417"
1400000US17031380200,17031380200,"Census Tract 3802, Cook County, Illinois",22629,"$22,629"
1400000US17031380600,17031380600,"Census Tract 3806, Cook County, Illinois",26510,"$26,510"
1400000US17031381200,17031381200,"Census Tract 3812, Cook County, Illinois",38200,"$38,200"
1400000US17031381400,17031381400,"Census Tract 3814, Cook County, Illinois",38007,"$38,007"
1400000US17031381500,17031381500,"Census Tract 3815, Cook County, Illinois",21230,"$21,230"
1400000US17031381700,17031381700,"Census Tract 3817, Cook County, Illinois",-,-
1400000US17031381800,17031381800,"Census Tract 3818, Cook County, Illinois",37264,"$37,264"
1400000US17031381900,17031381900,"Census Tract 3819, Cook County, Illinois",55521,"$55,521"
1400000US17031390100,17031390100,"Census Tract 3901, Cook County, Illinois",56023,"$56,023"
1400000US17031390200,17031390200,"Census Tract 3902, Cook County, Illinois",95888,"$95,888"
1400000US17031390300,17031390300,"Census Tract 3903, Cook County, Illinois",23861,"$23,861"
1400000US17031390400,17031390400,"Census Tract 3904, Cook County, Illinois",22368,"$22,368"
1400000US17031390500,17031390500,"Census Tract 3905, Cook County, Illinois",49784,"$49,784"
1400000US17031390600,17031390600,"Census Tract 3906, Cook County, Illinois",60208,"$60,208"
1400000US17031390700,17031390700,"Census Tract 3907, Cook County, Illinois",71138,"$71,138"
1400000US17031400300,17031400300,"Census Tract 4003, Cook County, Illinois",41875,"$41,875"
1400000US17031400400,17031400400,"Census Tract 4004, Cook County, Illinois",33886,"$33,886"
1400000US17031400500,17031400500,"Census Tract 4005, Cook County, Illinois",20827,"$20,827"
1400000US17031400800,17031400800,"Census Tract 4008, Cook County, Illinois",10563,"$10,563"
1400000US17031410100,17031410100,"Census Tract 4101, Cook County, Illinois",43901,"$43,901"
1400000US17031410200,17031410200,"Census Tract 4102, Cook County, Illinois",52344,"$52,344"
1400000US17031410500,17031410500,"Census Tract 4105, Cook County, Illinois",65441,"$65,441"
1400000US17031410600,17031410600,"Census Tract 4106, Cook County, Illinois",34960,"$34,960"
1400000US17031410700,17031410700,"Census Tract 4107, Cook County, Illinois",55427,"$55,427"
1400000US17031410800,17031410800,"Census Tract 4108, Cook County, Illinois",49405,"$49,405"
1400000US17031410900,17031410900,"Census Tract 4109, Cook County, Illinois",70083,"$70,083"
1400000US17031411000,17031411000,"Census Tract 4110, Cook County, Illinois",56512,"$56,512"
1400000US17031411100,17031411100,"Census Tract 4111, Cook County, Illinois",118082,"$118,082"
1400000US17031411200,17031411200,"Census Tract 4112, Cook County, Illinois",100536,"$100,536"
1400000US17031420100,17031420100,"Census Tract 4201, Cook County, Illinois",19608,"$19,608"
1400000US17031420200,17031420200,"Census Tract 4202, Cook County, Illinois",26583,"$26,583"
1400000US17031420300,17031420300,"Census Tract 4203, Cook County, Illinois",36031,"$36,031"
1400000US17031420400,17031420400,"Census Tract 4204, Cook County, Illinois",24870,"$24,870"
1400000US17031420500,17031420500,"Census Tract 4205, Cook County, Illinois",23539,"$23,539"
1400000US17031420600,17031420600,"Census Tract 4206, Cook County, Illinois",30828,"$30,828"
1400000US17031420700,17031420700,"Census Tract 4207, Cook County, Illinois",24508,"$24,508"
1400000US17031420800,17031420800,"Census Tract 4208, Cook County, Illinois",41438,"$41,438"
1400000US17031421200,17031421200,"Census Tract 4212, Cook County, Illinois",38068,"$38,068"
1400000US17031430101,17031430101,"Census Tract 4301.01, Cook County, Illinois",22418,"$22,418"
1400000US17031430102,17031430102,"Census Tract 4301.02, Cook County, Illinois",42801,"$42,801"
1400000US17031430200,17031430200,"Census Tract 4302, Cook County, Illinois",29913,"$29,913"
1400000US17031430300,17031430300,"Census Tract 4303, Cook County, Illinois",32000,"$32,000"
1400000US17031430400,17031430400,"Census Tract 4304, Cook County, Illinois",37485,"$37,485"
1400000US17031430500,17031430500,"Census Tract 4305, Cook County, Illinois",22136,"$22,136"
1400000US17031430600,17031430600,"Census Tract 4306, Cook County, Illinois",52202,"$52,202"
1400000US17031430700,17031430700,"Census Tract 4307, Cook County, Illinois",26875,"$26,875"
1400000US17031430800,17031430800,"Census Tract 4308, Cook County, Illinois",40057,"$40,057"
1400000US17031430900,17031430900,"Census Tract 4309, Cook County, Illinois",41833,"$41,833"
1400000US17031431200,17031431200,"Census Tract 4312, Cook County, Illinois",58884,"$58,884"
1400000US17031431301,17031431301,"Census Tract 4313.01, Cook County, Illinois",34220,"$34,220"
1400000US17031431302,17031431302,"Census Tract 4313.02, Cook County, Illinois",25424,"$25,424"
1400000US17031431400,17031431400,"Census Tract 4314, Cook County, Illinois",38858,"$38,858"
1400000US17031440101,17031440101,"Census Tract 4401.01, Cook County, Illinois",29162,"$29,162"
1400000US17031440102,17031440102,"Census Tract 4401.02, Cook County, Illinois",37194,"$37,194"
1400000US17031440201,17031440201,"Census Tract 4402.01, Cook County, Illinois",29071,"$29,071"
1400000US17031440202,17031440202,"Census Tract 4402.02, Cook County, Illinois",31534,"$31,534"
1400000US17031440300,17031440300,"Census Tract 4403, Cook County, Illinois",51559,"$51,559"
1400000US17031440600,17031440600,"Census Tract 4406, Cook County, Illinois",60000,"$60,000"
1400000US17031440700,17031440700,"Census Tract 4407, Cook County, Illinois",72143,"$72,143"
1400000US17031440800,17031440800,"Census Tract 4408, Cook County, Illinois",34095,"$34,095"
1400000US17031440900,17031440900,"Census Tract 4409, Cook County, Illinois",52778,"$52,778"
1400000US17031450300,17031450300,"Census Tract 4503, Cook County, Illinois",46475,"$46,475"
1400000US17031460100,17031460100,"Census Tract 4601, Cook County, Illinois",44606,"$44,606"
1400000US17031460200,17031460200,"Census Tract 4602, Cook County, Illinois",25855,"$25,855"
1400000US17031460301,17031460301,"Census Tract 4603.01, Cook County, Illinois",34643,"$34,643"
1400000US17031460302,17031460302,"Census Tract 4603.02, Cook County, Illinois",34740,"$34,740"
1400000US17031460400,17031460400,"Census Tract 4604, Cook County, Illinois",59688,"$59,688"
1400000US17031460500,17031460500,"Census Tract 4605, Cook County, Illinois",56530,"$56,530"
1400000US17031460800,17031460800,"Census Tract 4608, Cook County, Illinois",32003,"$32,003"
1400000US17031461000,17031461000,"Census Tract 4610, Cook County, Illinois",14243,"$14,243"
1400000US17031470100,17031470100,"Census Tract 4701, Cook County, Illinois",45294,"$45,294"
1400000US17031480100,17031480100,"Census Tract 4801, Cook County, Illinois",62583,"$62,583"
1400000US17031480200,17031480200,"Census Tract 4802, Cook County, Illinois",62537,"$62,537"
1400000US17031480300,17031480300,"Census Tract 4803, Cook County, Illinois",49970,"$49,970"
1400000US17031480400,17031480400,"Census Tract 4804, Cook County, Illinois",85707,"$85,707"
1400000US17031480500,17031480500,"Census Tract 4805, Cook County, Illinois",48875,"$48,875"
1400000US17031490200,17031490200,"Census Tract 4902, Cook County, Illinois",59847,"$59,847"
1400000US17031490500,17031490500,"Census Tract 4905, Cook County, Illinois",65179,"$65,179"
1400000US17031490600,17031490600,"Census Tract 4906, Cook County, Illinois",47474,"$47,474"
1400000US17031490700,17031490700,"Census Tract 4907, Cook County, Illinois",45000,"$45,000"
1400000US17031490800,17031490800,"Census Tract 4908, Cook County, Illinois",48081,"$48,081"
1400000US17031490901,17031490901,"Census Tract 4909.01, Cook County, Illinois",33661,"$33,661"
1400000US17031490902,17031490902,"Census Tract 4909.02, Cook County, Illinois",56538,"$56,538"
1400000US17031491000,17031491000,"Census Tract 4910, Cook County, Illinois",21940,"$21,940"
1400000US17031491100,17031491100,"Census Tract 4911, Cook County, Illinois",67891,"$67,891"
1400000US17031491200,17031491200,"Census Tract 4912, Cook County, Illinois",46667,"$46,667"
1400000US17031491300,17031491300,"Census Tract 4913, Cook County, Illinois",36311,"$36,311"
1400000US17031491400,17031491400,"Census Tract 4914, Cook County, Illinois",35437,"$35,437"
1400000US17031500100,17031500100,"Census Tract 5001, Cook County, Illinois",69803,"$69,803"
1400000US17031500200,17031500200,"Census Tract 5002, Cook County, Illinois",32888,"$32,888"
1400000US17031500300,17031500300,"Census Tract 5003, Cook County, Illinois",46685,"$46,685"
1400000US17031510100,17031510100,"Census Tract 5101, Cook County, Illinois",53839,"$53,839"
1400000US17031510200,17031510200,"Census Tract 5102, Cook County, Illinois",46645,"$46,645"
1400000US17031510300,17031510300,"Census Tract 5103, Cook County, Illinois",25805,"$25,805"
1400000US17031520100,17031520100,"Census Tract 5201, Cook County, Illinois",61875,"$61,875"
1400000US17031520200,17031520200,"Census Tract 5202, Cook County, Illinois",53432,"$53,432"
1400000US17031520300,17031520300,"Census Tract 5203, Cook County, Illinois",46471,"$46,471"
1400000US17031520400,17031520400,"Census Tract 5204, Cook County, Illinois",44206,"$44,206"
1400000US17031520500,17031520500,"Census Tract 5205, Cook County, Illinois",73333,"$73,333"
1400000US17031520600,17031520600,"Census Tract 5206, Cook County, Illinois",81742,"$81,742"
1400000US17031530100,17031530100,"Census Tract 5301, Cook County, Illinois",34091,"$34,091"
1400000US17031530200,17031530200,"Census Tract 5302, Cook County, Illinois",39801,"$39,801"
1400000US17031530300,17031530300,"Census Tract 5303, Cook County, Illinois",52485,"$52,485"
1400000US17031530400,17031530400,"Census Tract 5304, Cook County, Illinois",65729,"$65,729"
1400000US17031530501,17031530501,"Census Tract 5305.01, Cook County, Illinois",48426,"$48,426"
1400000US17031530502,17031530502,"Census Tract 5305.02, Cook County, Illinois",66111,"$66,111"
1400000US17031530503,17031530503,"Census Tract 5305.03, Cook County, Illinois",52045,"$52,045"
1400000US17031530600,17031530600,"Census Tract 5306, Cook County, Illinois",37321,"$37,321"
1400000US17031540101,17031540101,"Census Tract 5401.01, Cook County, Illinois",14424,"$14,424"
1400000US17031540102,17031540102,"Census Tract 5401.02, Cook County, Illinois",26518,"$26,518"
1400000US17031550100,17031550100,"Census Tract 5501, Cook County, Illinois",57780,"$57,780"
1400000US17031550200,17031550200,"Census Tract 5502, Cook County, Illinois",62905,"$62,905"
1400000US17031560100,17031560100,"Census Tract 5601, Cook County, Illinois",34688,"$34,688"
1400000US17031560200,17031560200,"Census Tract 5602, Cook County, Illinois",48906,"$48,906"
1400000US17031560300,17031560300,"Census Tract 5603, Cook County, Illinois",56806,"$56,806"
1400000US17031560400,17031560400,"Census Tract 5604, Cook County, Illinois",68750,"$68,750"
1400000US17031560700,17031560700,"Census Tract 5607, Cook County, Illinois",70076,"$70,076"
1400000US17031560800,17031560800,"Census Tract 5608, Cook County, Illinois",95077,"$95,077"
1400000US17031560900,17031560900,"Census Tract 5609, Cook County, Illinois",103375,"$103,375"
1400000US17031561000,17031561000,"Census Tract 5610, Cook County, Illinois",100531,"$100,531"
1400000US17031561100,17031561100,"Census Tract 5611, Cook County, Illinois",97106,"$97,106"
1400000US17031570100,17031570100,"Census Tract 5701, Cook County, Illinois",56471,"$56,471"
1400000US17031570200,17031570200,"Census Tract 5702, Cook County, Illinois",-,-
1400000US17031570300,17031570300,"Census Tract 5703, Cook County, Illinois",46997,"$46,997"
1400000US17031570400,17031570400,"Census Tract 5704, Cook County, Illinois",64035,"$64,035"
1400000US17031570500,17031570500,"Census Tract 5705, Cook County, Illinois",52222,"$52,222"
1400000US17031580100,17031580100,"Census Tract 5801, Cook County, Illinois",47500,"$47,500"
1400000US17031580200,17031580200,"Census Tract 5802, Cook County, Illinois",45577,"$45,577"
1400000US17031580300,17031580300,"Census Tract 5803, Cook County, Illinois",65742,"$65,742"
1400000US17031580400,17031580400,"Census Tract 5804, Cook County, Illinois",51043,"$51,043"
1400000US17031580501,17031580501,"Census Tract 5805.01, Cook County, Illinois",43819,"$43,819"
1400000US17031580502,17031580502,"Census Tract 5805.02, Cook County, Illinois",41303,"$41,303"
1400000US17031580600,17031580600,"Census Tract 5806, Cook County, Illinois",45975,"$45,975"
1400000US17031580700,17031580700,"Census Tract 5807, Cook County, Illinois",54233,"$54,233"
1400000US17031580800,17031580800,"Census Tract 5808, Cook County, Illinois",52324,"$52,324"
1400000US17031590500,17031590500,"Census Tract 5905, Cook County, Illinois",71641,"$71,641"
1400000US17031590600,17031590600,"Census Tract 5906, Cook County, Illinois",59714,"$59,714"
1400000US17031590700,17031590700,"Census Tract 5907, Cook County, Illinois",70313,"$70,313"
1400000US17031600400,17031600400,"Census Tract 6004, Cook County, Illinois",57637,"$57,637"
1400000US17031600600,17031600600,"Census Tract 6006, Cook County, Illinois",51250,"$51,250"
1400000US17031600700,17031600700,"Census Tract 6007, Cook County, Illinois",60010,"$60,010"
1400000US17031600900,17031600900,"Census Tract 6009, Cook County, Illinois",65617,"$65,617"
1400000US17031610300,17031610300,"Census Tract 6103, Cook County, Illinois",36002,"$36,002"
1400000US17031610400,17031610400,"Census Tract 6104, Cook County, Illinois",44632,"$44,632"
1400000US17031610800,17031610800,"Census Tract 6108, Cook County, Illinois",81064,"$81,064"
1400000US17031611200,17031611200,"Census Tract 6112, Cook County, Illinois",29470,"$29,470"
1400000US17031611300,17031611300,"Census Tract 6113, Cook County, Illinois",40203,"$40,203"
1400000US17031611400,17031611400,"Census Tract 6114, Cook County, Illinois",26583,"$26,583"
1400000US17031611500,17031611500,"Census Tract 6115, Cook County, Illinois",38956,"$38,956"
1400000US17031611600,17031611600,"Census Tract 6116, Cook County, Illinois",20778,"$20,778"
1400000US17031611700,17031611700,"Census Tract 6117, Cook County, Illinois",18000,"$18,000"
1400000US17031611800,17031611800,"Census Tract 6118, Cook County, Illinois",47181,"$47,181"
1400000US17031611900,17031611900,"Census Tract 6119, Cook County, Illinois",31875,"$31,875"
1400000US17031612000,17031612000,"Census Tract 6120, Cook County, Illinois",42292,"$42,292"
1400000US17031612100,17031612100,"Census Tract 6121, Cook County, Illinois",22159,"$22,159"
1400000US17031612200,17031612200,"Census Tract 6122, Cook County, Illinois",36518,"$36,518"
1400000US17031620100,17031620100,"Census Tract 6201, Cook County, Illinois",66447,"$66,447"
1400000US17031620200,17031620200,"Census Tract 6202, Cook County, Illinois",51856,"$51,856"
1400000US17031620300,17031620300,"Census Tract 6203, Cook County, Illinois",58017,"$58,017"
1400000US17031620400,17031620400,"Census Tract 6204, Cook County, Illinois",49185,"$49,185"
1400000US17031630300,17031630300,"Census Tract 6303, Cook County, Illinois",53924,"$53,924"
1400000US17031630400,17031630400,"Census Tract 6304, Cook County, Illinois",33659,"$33,659"
1400000US17031630500,17031630500,"Census Tract 6305, Cook County, Illinois",45167,"$45,167"
1400000US17031630600,17031630600,"Census Tract 6306, Cook County, Illinois",47045,"$47,045"
1400000US17031630800,17031630800,"Census Tract 6308, Cook County, Illinois",57538,"$57,538"
1400000US17031630900,17031630900,"Census Tract 6309, Cook County, Illinois",36154,"$36,154"
1400000US17031640100,17031640100,"Census Tract 6401, Cook County, Illinois",40307,"$40,307"
1400000US17031640300,17031640300,"Census Tract 6403, Cook County, Illinois",64653,"$64,653"
1400000US17031640400,17031640400,"Census Tract 6404, Cook County, Illinois",72839,"$72,839"
1400000US17031640500,17031640500,"Census Tract 6405, Cook County, Illinois",71719,"$71,719"
1400000US17031640600,17031640600,"Census Tract 6406, Cook County, Illinois",65714,"$65,714"
1400000US17031640700,17031640700,"Census Tract 6407, Cook County, Illinois",65529,"$65,529"
1400000US17031640800,17031640800,"Census Tract 6408, Cook County, Illinois",36875,"$36,875"
1400000US17031650100,17031650100,"Census Tract 6501, Cook County, Illinois",53697,"$53,697"
1400000US17031650200,17031650200,"Census Tract 6502, Cook County, Illinois",79957,"$79,957"
1400000US17031650301,17031650301,"Census Tract 6503.01, Cook County, Illinois",63219,"$63,219"
1400000US17031650302,17031650302,"Census Tract 6503.02, Cook County, Illinois",48750,"$48,750"
1400000US17031650400,17031650400,"Census Tract 6504, Cook County, Illinois",61125,"$61,125"
1400000US17031650500,17031650500,"Census Tract 6505, Cook County, Illinois",75275,"$75,275"
1400000US17031660301,17031660301,"Census Tract 6603.01, Cook County, Illinois",22443,"$22,443"
1400000US17031660302,17031660302,"Census Tract 6603.02, Cook County, Illinois",42542,"$42,542"
1400000US17031660400,17031660400,"Census Tract 6604, Cook County, Illinois",45071,"$45,071"
1400000US17031660500,17031660500,"Census Tract 6605, Cook County, Illinois",35242,"$35,242"
1400000US17031660600,17031660600,"Census Tract 6606, Cook County, Illinois",29703,"$29,703"
1400000US17031660700,17031660700,"Census Tract 6607, Cook County, Illinois",27073,"$27,073"
1400000US17031660800,17031660800,"Census Tract 6608, Cook County, Illinois",38973,"$38,973"
1400000US17031660900,17031660900,"Census Tract 6609, Cook County, Illinois",40459,"$40,459"
1400000US17031661000,17031661000,"Census Tract 6610, Cook County, Illinois",41538,"$41,538"
1400000US17031661100,17031661100,"Census Tract 6611, Cook County, Illinois",66786,"$66,786"
1400000US17031670100,17031670100,"Census Tract 6701, Cook County, Illinois",26800,"$26,800"
1400000US17031670200,17031670200,"Census Tract 6702, Cook County, Illinois",27667,"$27,667"
1400000US17031670300,17031670300,"Census Tract 6703, Cook County, Illinois",25789,"$25,789"
1400000US17031670400,17031670400,"Census Tract 6704, Cook County, Illinois",27139,"$27,139"
1400000US17031670500,17031670500,"Census Tract 6705, Cook County, Illinois",26538,"$26,538"
1400000US17031670600,17031670600,"Census Tract 6706, Cook County, Illinois",22083,"$22,083"
1400000US17031670700,17031670700,"Census Tract 6707, Cook County, Illinois",27413,"$27,413"
1400000US17031670800,17031670800,"Census Tract 6708, Cook County, Illinois",25750,"$25,750"
1400000US17031670900,17031670900,"Census Tract 6709, Cook County, Illinois",27465,"$27,465"
1400000US17031671100,17031671100,"Census Tract 6711, Cook County, Illinois",13060,"$13,060"
1400000US17031671200,17031671200,"Census Tract 6712, Cook County, Illinois",39231,"$39,231"
1400000US17031671300,17031671300,"Census Tract 6713, Cook County, Illinois",27316,"$27,316"
1400000US17031671400,17031671400,"Census Tract 6714, Cook County, Illinois",25981,"$25,981"
1400000US17031671500,17031671500,"Census Tract 6715, Cook County, Illinois",34460,"$34,460"
1400000US17031671600,17031671600,"Census Tract 6716, Cook County, Illinois",17831,"$17,831"
1400000US17031671800,17031671800,"Census Tract 6718, Cook County, Illinois",31061,"$31,061"
1400000US17031671900,17031671900,"Census Tract 6719, Cook County, Illinois",59663,"$59,663"
1400000US17031672000,17031672000,"Census Tract 6720, Cook County, Illinois",39595,"$39,595"
1400000US17031680500,17031680500,"Census Tract 6805, Cook County, Illinois",28438,"$28,438"
1400000US17031680600,17031680600,"Census Tract 6806, Cook County, Illinois",43929,"$43,929"
1400000US17031680900,17031680900,"Census Tract 6809, Cook County, Illinois",20370,"$20,370"
1400000US17031681000,17031681000,"Census Tract 6810, Cook County, Illinois",19919,"$19,919"
1400000US17031681100,17031681100,"Census Tract 6811, Cook County, Illinois",29031,"$29,031"
1400000US17031681200,17031681200,"Census Tract 6812, Cook County, Illinois",16538,"$16,538"
1400000US17031681300,17031681300,"Census Tract 6813, Cook County, Illinois",16209,"$16,209"
1400000US17031681400,17031681400,"Census Tract 6814, Cook County, Illinois",49119,"$49,119"
1400000US17031690300,17031690300,"Census Tract 6903, Cook County, Illinois",-,-
1400000US17031690400,17031690400,"Census Tract 6904, Cook County, Illinois",23389,"$23,389"
1400000US17031690500,17031690500,"Census Tract 6905, Cook County, Illinois",40179,"$40,179"
1400000US17031690900,17031690900,"Census Tract 6909, Cook County, Illinois",35960,"$35,960"
1400000US17031691000,17031691000,"Census Tract 6910, Cook County, Illinois",46683,"$46,683"
1400000US17031691100,17031691100,"Census Tract 6911, Cook County, Illinois",31402,"$31,402"
1400000US17031691200,17031691200,"Census Tract 6912, Cook County, Illinois",33656,"$33,656"
1400000US17031691300,17031691300,"Census Tract 6913, Cook County, Illinois",38472,"$38,472"
1400000US17031691400,17031691400,"Census Tract 6914, Cook County, Illinois",42841,"$42,841"
