Geography,geoid10,Geographic Area Name,med_hh_inc,dollars
1400000US17031691500,17031691500,"Census Tract 6915, Cook County, Illinois",20109,"$20,109"
1400000US17031700100,17031700100,"Census Tract 7001, Cook County, Illinois",71397,"$71,397"
1400000US17031700200,17031700200,"Census Tract 7002, Cook County, Illinois",78581,"$78,581"
1400000US17031700301,17031700301,"Census Tract 7003.01, Cook County, Illinois",69909,"$69,909"
1400000US17031700302,17031700302,"Census Tract 7003.02, Cook County, Illinois",77885,"$77,885"
1400000US17031700401,17031700401,"Census Tract 7004.01, Cook County, Illinois",69255,"$69,255"
1400000US17031700402,17031700402,"Census Tract 7004.02, Cook County, Illinois",71506,"$71,506"
1400000US17031700501,17031700501,"Census Tract 7005.01, Cook County, Illinois",64250,"$64,250"
1400000US17031700502,17031700502,"Census Tract 7005.02, Cook County, Illinois",83419,"$83,419"
1400000US17031710100,17031710100,"Census Tract 7101, Cook County, Illinois",20797,"$20,797"
1400000US17031710200,17031710200,"Census Tract 7102, Cook County, Illinois",27016,"$27,016"
1400000US17031710300,17031710300,"Census Tract 7103, Cook County, Illinois",50284,"$50,284"
1400000US17031710400,17031710400,"Census Tract 7104, Cook County, Illinois",36827,"$36,827"
1400000US17031710500,17031710500,"Census Tract 7105, Cook County, Illinois",34555,"$34,555"
1400000US17031710600,17031710600,"Census Tract 7106, Cook County, Illinois",37926,"$37,926"
1400000US17031710700,17031710700,"Census Tract 7107, Cook County, Illinois",34097,"$34,097"
1400000US17031710800,17031710800,"Census Tract 7108, Cook County, Illinois",25147,"$25,147"
1400000US17031710900,17031710900,"Census Tract 7109, Cook County, Illinois",38462,"$38,462"
1400000US17031711000,17031711000,"Census Tract 7110, Cook County, Illinois",52938,"$52,938"
1400000US17031711100,17031711100,"Census Tract 7111, Cook County, Illinois",47198,"$47,198"
1400000US17031711200,17031711200,"Census Tract 7112, Cook County, Illinois",55385,"$55,385"
1400000US17031711300,17031711300,"Census Tract 7113, Cook County, Illinois",56444,"$56,444"
1400000US17031711400,17031711400,"Census Tract 7114, Cook County, Illinois",43111,"$43,111"
1400000US17031711500,17031711500,"Census Tract 7115, Cook County, Illinois",49639,"$49,639"
1400000US17031720100,17031720100,"Census Tract 7201, Cook County, Illinois",149194,"$149,194"
1400000US17031720200,17031720200,"Census Tract 7202, Cook County, Illinois",95789,"$95,789"
1400000US17031720300,17031720300,"Census Tract 7203, Cook County, Illinois",124836,"$124,836"
1400000US17031720400,17031720400,"Census Tract 7204, Cook County, Illinois",106146,"$106,146"
1400000US17031720500,17031720500,"Census Tract 7205, Cook County, Illinois",107727,"$107,727"
1400000US17031720600,17031720600,"Census Tract 7206, Cook County, Illinois",123438,"$123,438"
1400000US17031720700,17031720700,"Census Tract 7207, Cook County, Illinois",90625,"$90,625"
1400000US17031730100,17031730100,"Census Tract 7301, Cook County, Illinois",48625,"$48,625"
1400000US17031730201,17031730201,"Census Tract 7302.01, Cook County, Illinois",45481,"$45,481"
1400000US17031730202,17031730202,"Census Tract 7302.02, Cook County, Illinois",68164,"$68,164"
1400000US17031730300,17031730300,"Census Tract 7303, Cook County, Illinois",41571,"$41,571"
1400000US17031730400,17031730400,"Census Tract 7304, Cook County, Illinois",82838,"$82,838"
1400000US17031730500,17031730500,"Census Tract 7305, Cook County, Illinois",58254,"$58,254"
1400000US17031730600,17031730600,"Census Tract 7306, Cook County, Illinois",58576,"$58,576"
1400000US17031730700,17031730700,"Census Tract 7307, Cook County, Illinois",52652,"$52,652"
1400000US17031740100,17031740100,"Census Tract 7401, Cook County, Illinois",95701,"$95,701"
1400000US17031740200,17031740200,"Census Tract 7402, Cook County, Illinois",109365,"$109,365"
1400000US17031740300,17031740300,"Census Tract 7403, Cook County, Illinois",125380,"$125,380"
1400000US17031740400,17031740400,"Census Tract 7404, Cook County, Illinois",97750,"$97,750"
1400000US17031750100,17031750100,"Census Tract 7501, Cook County, Illinois",50625,"$50,625"
1400000US17031750200,17031750200,"Census Tract 7502, Cook County, Illinois",71228,"$71,228"
1400000US17031750300,17031750300,"Census Tract 7503, Cook County, Illinois",100938,"$100,938"
1400000US17031750400,17031750400,"Census Tract 7504, Cook County, Illinois",103785,"$103,785"
1400000US17031750500,17031750500,"Census Tract 7505, Cook County, Illinois",54058,"$54,058"
1400000US17031750600,17031750600,"Census Tract 7506, Cook County, Illinois",52833,"$52,833"
1400000US17031760801,17031760801,"Census Tract 7608.01, Cook County, Illinois",71215,"$71,215"
1400000US17031760802,17031760802,"Census Tract 7608.02, Cook County, Illinois",66193,"$66,193"
1400000US17031760803,17031760803,"Census Tract 7608.03, Cook County, Illinois",52110,"$52,110"
1400000US17031770201,17031770201,"Census Tract 7702.01, Cook County, Illinois",80853,"$80,853"
1400000US17031770202,17031770202,"Census Tract 7702.02, Cook County, Illinois",77235,"$77,235"
1400000US17031770300,17031770300,"Census Tract 7703, Cook County, Illinois",83885,"$83,885"
1400000US17031770400,17031770400,"Census Tract 7704, Cook County, Illinois",88029,"$88,029"
1400000US17031770500,17031770500,"Census Tract 7705, Cook County, Illinois",49349,"$49,349"
1400000US17031770601,17031770601,"Census Tract 7706.01, Cook County, Illinois",96125,"$96,125"
1400000US17031770602,17031770602,"Census Tract 7706.02, Cook County, Illinois",78800,"$78,800"
1400000US17031770700,17031770700,"Census Tract 7707, Cook County, Illinois",60547,"$60,547"
1400000US17031770800,17031770800,"Census Tract 7708, Cook County, Illinois",67722,"$67,722"
1400000US17031770901,17031770901,"Census Tract 7709.01, Cook County, Illinois",94188,"$94,188"
1400000US17031770902,17031770902,"Census Tract 7709.02, Cook County, Illinois",78809,"$78,809"
1400000US17031800100,17031800100,"Census Tract 8001, Cook County, Illinois",238542,"$238,542"
1400000US17031800200,17031800200,"Census Tract 8002, Cook County, Illinois",208365,"$208,365"
1400000US17031800300,17031800300,"Census Tract 8003, Cook County, Illinois",224808,"$224,808"
1400000US17031800400,17031800400,"Census Tract 8004, Cook County, Illinois","250,000+","250,000+"
1400000US17031800500,17031800500,"Census Tract 8005, Cook County, Illinois","250,000+","250,000+"
1400000US17031800600,17031800600,"Census Tract 8006, Cook County, Illinois","250,000+","250,000+"
1400000US17031800700,17031800700,"Census Tract 8007, Cook County, Illinois",230972,"$230,972"
1400000US17031800800,17031800800,"Census Tract 8008, Cook County, Illinois",105417,"$105,417"
1400000US17031800900,17031800900,"Census Tract 8009, Cook County, Illinois",117208,"$117,208"
1400000US17031801000,17031801000,"Census Tract 8010, Cook County, Illinois",138897,"$138,897"
1400000US17031801100,17031801100,"Census Tract 8011, Cook County, Illinois",215694,"$215,694"
1400000US17031801200,17031801200,"Census Tract 8012, Cook County, Illinois",236250,"$236,250"
1400000US17031801300,17031801300,"Census Tract 8013, Cook County, Illinois",131848,"$131,848"
1400000US17031801400,17031801400,"Census Tract 8014, Cook County, Illinois",151661,"$151,661"
1400000US17031801500,17031801500,"Census Tract 8015, Cook County, Illinois",124488,"$124,488"
1400000US17031801601,17031801601,"Census Tract 8016.01, Cook County, Illinois",86250,"$86,250"
1400000US17031801603,17031801603,"Census Tract 8016.03, Cook County, Illinois",65417,"$65,417"
1400000US17031801605,17031801605,"Census Tract 8016.05, Cook County, Illinois",167045,"$167,045"
1400000US17031801606,17031801606,"Census Tract 8016.06, Cook County, Illinois",148133,"$148,133"
1400000US17031801607,17031801607,"Census Tract 8016.07, Cook County, Illinois",129750,"$129,750"
1400000US17031801608,17031801608,"Census Tract 8016.08, Cook County, Illinois",124855,"$124,855"
1400000US17031801701,17031801701,"Census Tract 8017.01, Cook County, Illinois",205324,"$205,324"
1400000US17031801702,17031801702,"Census Tract 8017.02, Cook County, Illinois",171694,"$171,694"
1400000US17031801800,17031801800,"Census Tract 8018, Cook County, Illinois",162468,"$162,468"
1400000US17031801901,17031801901,"Census Tract 8019.01, Cook County, Illinois",94938,"$94,938"
1400000US17031801902,17031801902,"Census Tract 8019.02, Cook County, Illinois",173844,"$173,844"
1400000US17031802002,17031802002,"Census Tract 8020.02, Cook County, Illinois",136058,"$136,058"
1400000US17031802003,17031802003,"Census Tract 8020.03, Cook County, Illinois",129250,"$129,250"
1400000US17031802004,17031802004,"Census Tract 8020.04, Cook County, Illinois",36639,"$36,639"
1400000US17031802100,17031802100,"Census Tract 8021, Cook County, Illinois",129423,"$129,423"
1400000US17031802200,17031802200,"Census Tract 8022, Cook County, Illinois",146818,"$146,818"
1400000US17031802300,17031802300,"Census Tract 8023, Cook County, Illinois",108246,"$108,246"
1400000US17031802402,17031802402,"Census Tract 8024.02, Cook County, Illinois",72353,"$72,353"
1400000US17031802403,17031802403,"Census Tract 8024.03, Cook County, Illinois",69737,"$69,737"
1400000US17031802404,17031802404,"Census Tract 8024.04, Cook County, Illinois",59919,"$59,919"
1400000US17031802503,17031802503,"Census Tract 8025.03, Cook County, Illinois",97050,"$97,050"
1400000US17031802504,17031802504,"Census Tract 8025.04, Cook County, Illinois",82800,"$82,800"
1400000US17031802505,17031802505,"Census Tract 8025.05, Cook County, Illinois",65570,"$65,570"
1400000US17031802506,17031802506,"Census Tract 8025.06, Cook County, Illinois",85905,"$85,905"
1400000US17031802605,17031802605,"Census Tract 8026.05, Cook County, Illinois",104762,"$104,762"
1400000US17031802607,17031802607,"Census Tract 8026.07, Cook County, Illinois",122500,"$122,500"
1400000US17031802608,17031802608,"Census Tract 8026.08, Cook County, Illinois",79820,"$79,820"
1400000US17031802609,17031802609,"Census Tract 8026.09, Cook County, Illinois",56045,"$56,045"
1400000US17031802610,17031802610,"Census Tract 8026.10, Cook County, Illinois",116148,"$116,148"
1400000US17031802701,17031802701,"Census Tract 8027.01, Cook County, Illinois",109151,"$109,151"
1400000US17031802702,17031802702,"Census Tract 8027.02, Cook County, Illinois",105966,"$105,966"
1400000US17031802801,17031802801,"Census Tract 8028.01, Cook County, Illinois",120721,"$120,721"
1400000US17031802802,17031802802,"Census Tract 8028.02, Cook County, Illinois",122095,"$122,095"
1400000US17031802900,17031802900,"Census Tract 8029, Cook County, Illinois",146630,"$146,630"
1400000US17031803005,17031803005,"Census Tract 8030.05, Cook County, Illinois",92202,"$92,202"
1400000US17031803007,17031803007,"Census Tract 8030.07, Cook County, Illinois",93659,"$93,659"
1400000US17031803008,17031803008,"Census Tract 8030.08, Cook County, Illinois",137961,"$137,961"
1400000US17031803010,17031803010,"Census Tract 8030.10, Cook County, Illinois",119712,"$119,712"
1400000US17031803012,17031803012,"Census Tract 8030.12, Cook County, Illinois",76089,"$76,089"
1400000US17031803013,17031803013,"Census Tract 8030.13, Cook County, Illinois",93938,"$93,938"
1400000US17031803014,17031803014,"Census Tract 8030.14, Cook County, Illinois",71106,"$71,106"
1400000US17031803015,17031803015,"Census Tract 8030.15, Cook County, Illinois",98793,"$98,793"
1400000US17031803016,17031803016,"Census Tract 8030.16, Cook County, Illinois",113819,"$113,819"
1400000US17031803017,17031803017,"Census Tract 8030.17, Cook County, Illinois",93693,"$93,693"
1400000US17031803100,17031803100,"Census Tract 8031, Cook County, Illinois",132539,"$132,539"
1400000US17031803200,17031803200,"Census Tract 8032, Cook County, Illinois",96330,"$96,330"
1400000US17031803300,17031803300,"Census Tract 8033, Cook County, Illinois",113558,"$113,558"
1400000US17031803400,17031803400,"Census Tract 8034, Cook County, Illinois",128063,"$128,063"
1400000US17031803500,17031803500,"Census Tract 8035, Cook County, Illinois",130933,"$130,933"
1400000US17031803603,17031803603,"Census Tract 8036.03, Cook County, Illinois",179123,"$179,123"
1400000US17031803604,17031803604,"Census Tract 8036.04, Cook County, Illinois",82822,"$82,822"
1400000US17031803605,17031803605,"Census Tract 8036.05, Cook County, Illinois",84722,"$84,722"
1400000US17031803607,17031803607,"Census Tract 8036.07, Cook County, Illinois",108373,"$108,373"
1400000US17031803608,17031803608,"Census Tract 8036.08, Cook County, Illinois",87167,"$87,167"
1400000US17031803611,17031803611,"Census Tract 8036.11, Cook County, Illinois",68319,"$68,319"
1400000US17031803612,17031803612,"Census Tract 8036.12, Cook County, Illinois",62917,"$62,917"
1400000US17031803613,17031803613,"Census Tract 8036.13, Cook County, Illinois",63714,"$63,714"
1400000US17031803614,17031803614,"Census Tract 8036.14, Cook County, Illinois",45288,"$45,288"
1400000US17031803615,17031803615,"Census Tract 8036.15, Cook County, Illinois",73917,"$73,917"
1400000US17031803616,17031803616,"Census Tract 8036.16, Cook County, Illinois",83535,"$83,535"
1400000US17031803701,17031803701,"Census Tract 8037.01, Cook County, Illinois",85326,"$85,326"
1400000US17031803702,17031803702,"Census Tract 8037.02, Cook County, Illinois",124023,"$124,023"
1400000US17031803800,17031803800,"Census Tract 8038, Cook County, Illinois",108500,"$108,500"
1400000US17031803901,17031803901,"Census Tract 8039.01, Cook County, Illinois",78608,"$78,608"
1400000US17031803902,17031803902,"Census Tract 8039.02, Cook County, Illinois",96417,"$96,417"
1400000US17031804000,17031804000,"Census Tract 8040, Cook County, Illinois",81804,"$81,804"
1400000US17031804102,17031804102,"Census Tract 8041.02, Cook County, Illinois",145938,"$145,938"
1400000US17031804104,17031804104,"Census Tract 8041.04, Cook County, Illinois",139583,"$139,583"
1400000US17031804105,17031804105,"Census Tract 8041.05, Cook County, Illinois",142866,"$142,866"
1400000US17031804106,17031804106,"Census Tract 8041.06, Cook County, Illinois",130191,"$130,191"
1400000US17031804108,17031804108,"Census Tract 8041.08, Cook County, Illinois",86420,"$86,420"
1400000US17031804109,17031804109,"Census Tract 8041.09, Cook County, Illinois",148393,"$148,393"
1400000US17031804202,17031804202,"Census Tract 8042.02, Cook County, Illinois",159276,"$159,276"
1400000US17031804203,17031804203,"Census Tract 8042.03, Cook County, Illinois",187768,"$187,768"
1400000US17031804204,17031804204,"Census Tract 8042.04, Cook County, Illinois",133542,"$133,542"
1400000US17031804305,17031804305,"Census Tract 8043.05, Cook County, Illinois",72250,"$72,250"
1400000US17031804306,17031804306,"Census Tract 8043.06, Cook County, Illinois",76708,"$76,708"
1400000US17031804308,17031804308,"Census Tract 8043.08, Cook County, Illinois",74762,"$74,762"
1400000US17031804309,17031804309,"Census Tract 8043.09, Cook County, Illinois",78041,"$78,041"
1400000US17031804312,17031804312,"Census Tract 8043.12, Cook County, Illinois",142813,"$142,813"
1400000US17031804313,17031804313,"Census Tract 8043.13, Cook County, Illinois",112750,"$112,750"
1400000US17031804314,17031804314,"Census Tract 8043.14, Cook County, Illinois",103487,"$103,487"
1400000US17031804315,17031804315,"Census Tract 8043.15, Cook County, Illinois",101754,"$101,754"
1400000US17031804316,17031804316,"Census Tract 8043.16, Cook County, Illinois",102745,"$102,745"
1400000US17031804403,17031804403,"Census Tract 8044.03, Cook County, Illinois",81389,"$81,389"
1400000US17031804404,17031804404,"Census Tract 8044.04, Cook County, Illinois",85484,"$85,484"
1400000US17031804405,17031804405,"Census Tract 8044.05, Cook County, Illinois",70551,"$70,551"
1400000US17031804406,17031804406,"Census Tract 8044.06, Cook County, Illinois",80318,"$80,318"
1400000US17031804505,17031804505,"Census Tract 8045.05, Cook County, Illinois",71285,"$71,285"
1400000US17031804506,17031804506,"Census Tract 8045.06, Cook County, Illinois",119025,"$119,025"
1400000US17031804508,17031804508,"Census Tract 8045.08, Cook County, Illinois",61900,"$61,900"
1400000US17031804509,17031804509,"Census Tract 8045.09, Cook County, Illinois",86053,"$86,053"
1400000US17031804510,17031804510,"Census Tract 8045.10, Cook County, Illinois",72132,"$72,132"
1400000US17031804511,17031804511,"Census Tract 8045.11, Cook County, Illinois",59904,"$59,904"
1400000US17031804512,17031804512,"Census Tract 8045.12, Cook County, Illinois",145487,"$145,487"
1400000US17031804513,17031804513,"Census Tract 8045.13, Cook County, Illinois",115067,"$115,067"
1400000US17031804514,17031804514,"Census Tract 8045.14, Cook County, Illinois",95947,"$95,947"
1400000US17031804603,17031804603,"Census Tract 8046.03, Cook County, Illinois",77807,"$77,807"
1400000US17031804606,17031804606,"Census Tract 8046.06, Cook County, Illinois",120870,"$120,870"
1400000US17031804607,17031804607,"Census Tract 8046.07, Cook County, Illinois",115994,"$115,994"
1400000US17031804608,17031804608,"Census Tract 8046.08, Cook County, Illinois",113462,"$113,462"
1400000US17031804609,17031804609,"Census Tract 8046.09, Cook County, Illinois",97489,"$97,489"
1400000US17031804610,17031804610,"Census Tract 8046.10, Cook County, Illinois",73125,"$73,125"
1400000US17031804611,17031804611,"Census Tract 8046.11, Cook County, Illinois",78889,"$78,889"
1400000US17031804701,17031804701,"Census Tract 8047.01, Cook County, Illinois",73214,"$73,214"
1400000US17031804705,17031804705,"Census Tract 8047.05, Cook County, Illinois",70759,"$70,759"
1400000US17031804706,17031804706,"Census Tract 8047.06, Cook County, Illinois",118333,"$118,333"
1400000US17031804709,17031804709,"Census Tract 8047.09, Cook County, Illinois",82609,"$82,609"
1400000US17031804710,17031804710,"Census Tract 8047.10, Cook County, Illinois",95705,"$95,705"
1400000US17031804711,17031804711,"Census Tract 8047.11, Cook County, Illinois",73887,"$73,887"
1400000US17031804712,17031804712,"Census Tract 8047.12, Cook County, Illinois",90653,"$90,653"
1400000US17031804713,17031804713,"Census Tract 8047.13, Cook County, Illinois",86951,"$86,951"
1400000US17031804714,17031804714,"Census Tract 8047.14, Cook County, Illinois",90417,"$90,417"
1400000US17031804715,17031804715,"Census Tract 8047.15, Cook County, Illinois",53971,"$53,971"
1400000US17031804716,17031804716,"Census Tract 8047.16, Cook County, Illinois",99500,"$99,500"
1400000US17031804803,17031804803,"Census Tract 8048.03, Cook County, Illinois",81023,"$81,023"
1400000US17031804804,17031804804,"Census Tract 8048.04, Cook County, Illinois",71789,"$71,789"
1400000US17031804805,17031804805,"Census Tract 8048.05, Cook County, Illinois",100742,"$100,742"
1400000US17031804806,17031804806,"Census Tract 8048.06, Cook County, Illinois",81612,"$81,612"
1400000US17031804807,17031804807,"Census Tract 8048.07, Cook County, Illinois",93201,"$93,201"
1400000US17031804808,17031804808,"Census Tract 8048.08, Cook County, Illinois",122604,"$122,604"
1400000US17031804809,17031804809,"Census Tract 8048.09, Cook County, Illinois",100104,"$100,104"
1400000US17031804810,17031804810,"Census Tract 8048.10, Cook County, Illinois",73560,"$73,560"
1400000US17031804901,17031804901,"Census Tract 8049.01, Cook County, Illinois",124375,"$124,375"
1400000US17031804902,17031804902,"Census Tract 8049.02, Cook County, Illinois",113148,"$113,148"
1400000US17031805001,17031805001,"Census Tract 8050.01, Cook County, Illinois",124547,"$124,547"
1400000US17031805002,17031805002,"Census Tract 8050.02, Cook County, Illinois",65301,"$65,301"
1400000US17031805105,17031805105,"Census Tract 8051.05, Cook County, Illinois",66642,"$66,642"
1400000US17031805106,17031805106,"Census Tract 8051.06, Cook County, Illinois",71948,"$71,948"
1400000US17031805107,17031805107,"Census Tract 8051.07, Cook County, Illinois",64545,"$64,545"
1400000US17031805108,17031805108,"Census Tract 8051.08, Cook County, Illinois",67724,"$67,724"
1400000US17031805109,17031805109,"Census Tract 8051.09, Cook County, Illinois",90000,"$90,000"
1400000US17031805110,17031805110,"Census Tract 8051.10, Cook County, Illinois",91688,"$91,688"
1400000US17031805111,17031805111,"Census Tract 8051.11, Cook County, Illinois",65641,"$65,641"
1400000US17031805112,17031805112,"Census Tract 8051.12, Cook County, Illinois",63906,"$63,906"
1400000US17031805201,17031805201,"Census Tract 8052.01, Cook County, Illinois",100200,"$100,200"
1400000US17031805202,17031805202,"Census Tract 8052.02, Cook County, Illinois",85000,"$85,000"
1400000US17031805301,17031805301,"Census Tract 8053.01, Cook County, Illinois",82974,"$82,974"
1400000US17031805302,17031805302,"Census Tract 8053.02, Cook County, Illinois",95611,"$95,611"
1400000US17031805401,17031805401,"Census Tract 8054.01, Cook County, Illinois",84805,"$84,805"
1400000US17031805402,17031805402,"Census Tract 8054.02, Cook County, Illinois",92063,"$92,063"
1400000US17031805501,17031805501,"Census Tract 8055.01, Cook County, Illinois",114088,"$114,088"
1400000US17031805502,17031805502,"Census Tract 8055.02, Cook County, Illinois",134750,"$134,750"
1400000US17031805600,17031805600,"Census Tract 8056, Cook County, Illinois",155347,"$155,347"
1400000US17031805701,17031805701,"Census Tract 8057.01, Cook County, Illinois",144767,"$144,767"
1400000US17031805702,17031805702,"Census Tract 8057.02, Cook County, Illinois",141875,"$141,875"
1400000US17031805801,17031805801,"Census Tract 8058.01, Cook County, Illinois",110233,"$110,233"
1400000US17031805802,17031805802,"Census Tract 8058.02, Cook County, Illinois",117984,"$117,984"
1400000US17031805901,17031805901,"Census Tract 8059.01, Cook County, Illinois",79547,"$79,547"
1400000US17031805902,17031805902,"Census Tract 8059.02, Cook County, Illinois",117900,"$117,900"
1400000US17031806001,17031806001,"Census Tract 8060.01, Cook County, Illinois",49842,"$49,842"
1400000US17031806002,17031806002,"Census Tract 8060.02, Cook County, Illinois",60280,"$60,280"
1400000US17031806004,17031806004,"Census Tract 8060.04, Cook County, Illinois",58369,"$58,369"
1400000US17031806005,17031806005,"Census Tract 8060.05, Cook County, Illinois",93018,"$93,018"
1400000US17031806006,17031806006,"Census Tract 8060.06, Cook County, Illinois",64206,"$64,206"
1400000US17031806102,17031806102,"Census Tract 8061.02, Cook County, Illinois",92431,"$92,431"
1400000US17031806103,17031806103,"Census Tract 8061.03, Cook County, Illinois",92182,"$92,182"
1400000US17031806104,17031806104,"Census Tract 8061.04, Cook County, Illinois",41354,"$41,354"
1400000US17031806201,17031806201,"Census Tract 8062.01, Cook County, Illinois",61621,"$61,621"
1400000US17031806202,17031806202,"Census Tract 8062.02, Cook County, Illinois",68376,"$68,376"
1400000US17031806300,17031806300,"Census Tract 8063, Cook County, Illinois",103171,"$103,171"
1400000US17031806400,17031806400,"Census Tract 8064, Cook County, Illinois",108529,"$108,529"
1400000US17031806501,17031806501,"Census Tract 8065.01, Cook County, Illinois",52279,"$52,279"
1400000US17031806502,17031806502,"Census Tract 8065.02, Cook County, Illinois",68500,"$68,500"
1400000US17031806600,17031806600,"Census Tract 8066, Cook County, Illinois",86739,"$86,739"
1400000US17031806700,17031806700,"Census Tract 8067, Cook County, Illinois",106528,"$106,528"
1400000US17031806801,17031806801,"Census Tract 8068.01, Cook County, Illinois",72861,"$72,861"
1400000US17031806802,17031806802,"Census Tract 8068.02, Cook County, Illinois",85813,"$85,813"
1400000US17031806900,17031806900,"Census Tract 8069, Cook County, Illinois",71406,"$71,406"
1400000US17031807000,17031807000,"Census Tract 8070, Cook County, Illinois",52986,"$52,986"
1400000US17031807100,17031807100,"Census Tract 8071, Cook County, Illinois",129766,"$129,766"
1400000US17031807200,17031807200,"Census Tract 8072, Cook County, Illinois",93958,"$93,958"
1400000US17031807300,17031807300,"Census Tract 8073, Cook County, Illinois",68932,"$68,932"
1400000US17031807400,17031807400,"Census Tract 8074, Cook County, Illinois",79441,"$79,441"
1400000US17031807500,17031807500,"Census Tract 8075, Cook County, Illinois",121144,"$121,144"
1400000US17031807600,17031807600,"Census Tract 8076, Cook County, Illinois",86272,"$86,272"
1400000US17031807700,17031807700,"Census Tract 8077, Cook County, Illinois",64569,"$64,569"
1400000US17031807800,17031807800,"Census Tract 8078, Cook County, Illinois",126927,"$126,927"
1400000US17031807900,17031807900,"Census Tract 8079, Cook County, Illinois",109808,"$109,808"
1400000US17031808001,17031808001,"Census Tract 8080.01, Cook County, Illinois",101076,"$101,076"
1400000US17031808002,17031808002,"Census Tract 8080.02, Cook County, Illinois",80730,"$80,730"
1400000US17031808100,17031808100,"Census Tract 8081, Cook County, Illinois",49946,"$49,946"
1400000US17031808200,17031808200,"Census Tract 8082, Cook County, Illinois",85111,"$85,111"
1400000US17031808301,17031808301,"Census Tract 8083.01, Cook County, Illinois",61034,"$61,034"
1400000US17031808302,17031808302,"Census Tract 8083.02, Cook County, Illinois",70521,"$70,521"
1400000US17031808400,17031808400,"Census Tract 8084, Cook County, Illinois",107700,"$107,700"
1400000US17031808500,17031808500,"Census Tract 8085, Cook County, Illinois",112361,"$112,361"
1400000US17031808600,17031808600,"Census Tract 8086, Cook County, Illinois",152833,"$152,833"
1400000US17031808702,17031808702,"Census Tract 8087.02, Cook County, Illinois",63333,"$63,333"
1400000US17031808800,17031808800,"Census Tract 8088, Cook County, Illinois",142750,"$142,750"
1400000US17031808900,17031808900,"Census Tract 8089, Cook County, Illinois",170089,"$170,089"
1400000US17031809000,17031809000,"Census Tract 8090, Cook County, Illinois",179609,"$179,609"
1400000US17031809100,17031809100,"Census Tract 8091, Cook County, Illinois",117500,"$117,500"
1400000US17031809200,17031809200,"Census Tract 8092, Cook County, Illinois",45709,"$45,709"
1400000US17031809300,17031809300,"Census Tract 8093, Cook County, Illinois",38385,"$38,385"
1400000US17031809401,17031809401,"Census Tract 8094.01, Cook County, Illinois",84844,"$84,844"
1400000US17031809402,17031809402,"Census Tract 8094.02, Cook County, Illinois",64318,"$64,318"
1400000US17031809500,17031809500,"Census Tract 8095, Cook County, Illinois",65594,"$65,594"
1400000US17031809600,17031809600,"Census Tract 8096, Cook County, Illinois",52031,"$52,031"
1400000US17031809700,17031809700,"Census Tract 8097, Cook County, Illinois",127330,"$127,330"
1400000US17031809800,17031809800,"Census Tract 8098, Cook County, Illinois",87685,"$87,685"
1400000US17031809900,17031809900,"Census Tract 8099, Cook County, Illinois",112266,"$112,266"
1400000US17031810000,17031810000,"Census Tract 8100, Cook County, Illinois",110091,"$110,091"
1400000US17031810100,17031810100,"Census Tract 8101, Cook County, Illinois",88095,"$88,095"
1400000US17031810200,17031810200,"Census Tract 8102, Cook County, Illinois",68398,"$68,398"
1400000US17031810301,17031810301,"Census Tract 8103.01, Cook County, Illinois",81717,"$81,717"
1400000US17031810302,17031810302,"Census Tract 8103.02, Cook County, Illinois",97163,"$97,163"
1400000US17031810400,17031810400,"Census Tract 8104, Cook County, Illinois",125000,"$125,000"
1400000US17031810501,17031810501,"Census Tract 8105.01, Cook County, Illinois",77868,"$77,868"
1400000US17031810502,17031810502,"Census Tract 8105.02, Cook County, Illinois",79432,"$79,432"
1400000US17031810600,17031810600,"Census Tract 8106, Cook County, Illinois",64044,"$64,044"
1400000US17031810701,17031810701,"Census Tract 8107.01, Cook County, Illinois",55222,"$55,222"
1400000US17031810702,17031810702,"Census Tract 8107.02, Cook County, Illinois",66827,"$66,827"
1400000US17031810800,17031810800,"Census Tract 8108, Cook County, Illinois",89352,"$89,352"
1400000US17031810900,17031810900,"Census Tract 8109, Cook County, Illinois",47983,"$47,983"
1400000US17031811000,17031811000,"Census Tract 8110, Cook County, Illinois",94612,"$94,612"
1400000US17031811100,17031811100,"Census Tract 8111, Cook County, Illinois",60754,"$60,754"
1400000US17031811200,17031811200,"Census Tract 8112, Cook County, Illinois",73008,"$73,008"
1400000US17031811301,17031811301,"Census Tract 8113.01, Cook County, Illinois",64806,"$64,806"
1400000US17031811302,17031811302,"Census Tract 8113.02, Cook County, Illinois",52865,"$52,865"
1400000US17031811401,17031811401,"Census Tract 8114.01, Cook County, Illinois",77105,"$77,105"
1400000US17031811402,17031811402,"Census Tract 8114.02, Cook County, Illinois",67317,"$67,317"
1400000US17031811500,17031811500,"Census Tract 8115, Cook County, Illinois",83516,"$83,516"
1400000US17031811600,17031811600,"Census Tract 8116, Cook County, Illinois",55809,"$55,809"
1400000US17031811701,17031811701,"Census Tract 8117.01, Cook County, Illinois",64094,"$64,094"
1400000US17031811702,17031811702,"Census Tract 8117.02, Cook County, Illinois",49732,"$49,732"
1400000US17031811800,17031811800,"Census Tract 8118, Cook County, Illinois",85838,"$85,838"
1400000US17031811900,17031811900,"Census Tract 8119, Cook County, Illinois",145202,"$145,202"
1400000US17031812000,17031812000,"Census Tract 8120, Cook County, Illinois",126109,"$126,109"
1400000US17031812100,17031812100,"Census Tract 8121, Cook County, Illinois",107133,"$107,133"
