tract,cz,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_percent,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_percent,jail_pooled_pooled_p25_se,pooled_pooled_count
819801,24300,0.47353712,47.4%,0.054418795,-0.004068219,-0.4%,0.010609467,98.004982
819802,24300,0.61011726,61.0%,0.068736255,0.008859206,0.9%,0.021329334,47.863029
819900,24300,0.55710757,55.7%,0.066296764,-0.03105801,-3.1%,0.01875967,68.894615
820000,24300,0.51926011,51.9%,0.067442536,0.020099979,2.0%,0.035547234,45.526714
820101,24300,0.57726437,57.7%,0.034182452,0.004339813,0.4%,0.004357897,153.39488
820103,24300,0.49636438,49.6%,0.029676441,-8.627E-05,0.0%,0.006172232,241.89091
820104,24300,0.46831337,46.8%,0.028752986,-0.000688208,-0.1%,0.005853536,224.39282
820201,24300,0.50446904,50.4%,0.026052078,0.062986448,6.3%,0.02841395,224.8421
820202,24300,0.39825895,39.8%,0.023273272,0.023794046,2.4%,0.014641793,360.6777
820300,24300,0.46265206,46.3%,0.016083824,0.007699424,0.8%,0.005114844,775.71472
820400,24300,0.37616497,37.6%,0.014049076,0.0287189,2.9%,0.009634122,1048.3983
820501,24300,0.46652368,46.7%,0.017410394,0.020780146,2.1%,0.008482607,568.37482
820502,24300,0.49967992,50.0%,0.020561295,0.009886473,1.0%,0.007414296,418.67532
820603,24300,0.4583821,45.8%,0.017264418,0.009839862,1.0%,0.006259744,600.49713
820604,24300,0.45311844,45.3%,0.020387081,0.001771161,0.2%,0.005205279,466.87268
820605,24300,0.364629,36.5%,0.012100801,0.036188699,3.6%,0.009980143,643.17926
820606,24300,0.4795762,48.0%,0.030039411,0.016637731,1.7%,0.012542581,260.0509
820700,24300,0.44011855,44.0%,0.021456957,0.000485572,0.0%,0.005042038,543.85101
820800,24300,0.49532551,49.5%,0.024084652,-0.001381495,-0.1%,0.005058846,318.97202
820901,24300,0.49339244,49.3%,0.017207451,0.01619743,1.6%,0.00720344,672.34735
820902,24300,0.46073097,46.1%,0.019397251,-0.00183531,-0.2%,0.003383471,436.93146
821001,24300,0.45596436,45.6%,0.021792004,0.013161519,1.3%,0.006987556,408.28165
821002,24300,0.50690222,50.7%,0.020900445,0.011153029,1.1%,0.006697241,442.5517
821101,24300,0.48467624,48.5%,0.022046283,-0.002747356,-0.3%,0.003913401,397.8938
821102,24300,0.45643201,45.6%,0.026119657,0.018434193,1.8%,0.012998984,300.84186
821200,24300,0.37675363,37.7%,0.01297044,0.027696637,2.8%,0.008676212,1183.2006
821300,24300,0.39755818,39.8%,0.014854662,0.033247616,3.3%,0.011497086,986.85327
821401,24300,0.31593692,31.6%,0.014440003,0.030930642,3.1%,0.013903344,682.59613
821402,24300,0.32046595,32.0%,0.014374577,0.021403857,2.1%,0.010644388,578.39941
821500,24300,0.2996428,30.0%,0.012914365,0.041993178,4.2%,0.015673967,1133.7695
821600,24300,0.36861473,36.9%,0.020322703,0.042031627,4.2%,0.01865715,411.77859
821700,24300,0.47226715,47.2%,0.030843299,0.019410964,1.9%,0.014454171,277.16003
821800,24300,0.49629933,49.6%,0.024328556,0.011169121,1.1%,0.00808444,418.07025
821900,24300,0.47593465,47.6%,0.026461024,0.006079578,0.6%,0.006108566,303.71848
822000,24300,0.51213294,51.2%,0.023038477,0.002424477,0.2%,0.004641866,373.41748
822101,24300,0.45443127,45.4%,0.030673403,0.042789303,4.3%,0.025250813,201.36855
822102,24300,0.4778218,47.8%,0.024720425,0.0011426,0.1%,0.005664267,239.74879
822200,24300,0.46177807,46.2%,0.027737066,-0.002613632,-0.3%,0.004730121,244.82767
822301,24300,0.46137828,46.1%,0.025760757,-0.000865923,-0.1%,0.004587436,275.04044
822302,24300,0.45043606,45.0%,0.023585811,-0.003544489,-0.4%,0.004437205,339.6676
822400,24300,0.49063742,49.1%,0.017926143,0.005291394,0.5%,0.004883428,611.04993
822500,24300,0.54180092,54.2%,0.031857405,0.005046779,0.5%,0.007122179,181.23138
822601,24300,0.58769798,58.8%,0.031804554,0.022936562,2.3%,0.014788278,177.29417
822602,24300,0.53439492,53.4%,0.023574589,0.001795856,0.2%,0.003748146,314.41635
822701,24300,0.49828491,49.8%,0.030177711,0.021565478,2.2%,0.014721314,183.30443
822702,24300,0.45080417,45.1%,0.033507243,-0.007083031,-0.7%,0.006510377,173.37938
822801,24300,0.39951059,40.0%,0.036626402,-0.005869428,-0.6%,0.006739604,113.85175
822802,24300,0.5237295,52.4%,0.040393069,-0.00374094,-0.4%,0.005421577,116.52058
822900,24300,0.43392771,43.4%,0.036333859,0.028725501,2.9%,0.022259589,165.91048
823001,24300,0.41655397,41.7%,0.018689346,0.00155927,0.2%,0.004736193,647.18683
823002,24300,0.53214073,53.2%,0.021010647,0.00256359,0.3%,0.004462991,588.32532
823101,24300,0.49551514,49.6%,0.024969777,-0.002049076,-0.2%,0.003993387,317.40723
823102,24300,0.4737269,47.4%,0.026710657,0.005141267,0.5%,0.00674153,247.01045
823200,24300,0.47259691,47.3%,0.025873164,0.007866602,0.8%,0.006254632,324.81146
823302,24300,0.43970945,44.0%,0.020571908,0.015680874,1.6%,0.009288452,642.77118
823303,24300,0.38978937,39.0%,0.025038917,0.009791582,1.0%,0.008805012,378.94019
823304,24300,0.44041213,44.0%,0.020901078,0.016403625,1.6%,0.009110852,567.1665
823400,24300,0.44661617,44.7%,0.019405957,0.022781523,2.3%,0.010182499,670.69342
823500,24300,0.44467899,44.5%,0.020190291,0.04128617,4.1%,0.016405411,610.82947
823602,24300,0.51729929,51.7%,0.028428962,0.013148453,1.3%,0.008210941,215.58875
823603,24300,0.32703492,32.7%,0.013672369,0.023230741,2.3%,0.012181996,857.28448
823604,24300,0.6010595,60.1%,0.040398922,0.005987173,0.6%,0.009067028,103.25146
823605,24300,0.57057428,57.1%,0.038786381,0.01388179,1.4%,0.014113832,106.16764
823702,24300,0.43159807,43.2%,0.018002452,0.006792665,0.7%,0.004453686,485.37582
823703,24300,0.45704243,45.7%,0.016584298,0.015127602,1.5%,0.007172119,676.30597
823704,24300,0.53726739,53.7%,0.028425584,0.007917889,0.8%,0.006337961,208.15154
823705,24300,0.49303749,49.3%,0.02205174,0.014574267,1.5%,0.009332835,348.49213
823801,24300,0.57382017,57.4%,0.03543327,0.024689352,2.5%,0.019221291,146.74861
823803,24300,0.51894182,51.9%,0.021065732,0.01090372,1.1%,0.006611405,354.17496
823805,24300,0.54656982,54.7%,0.027873414,0.002934402,0.3%,0.007721727,185.06177
823806,24300,0.467067,46.7%,0.023756143,0.006256904,0.6%,0.006549235,213.6149
823901,24300,0.47522435,47.5%,0.065349914,-0.005161142,-0.5%,0.01498722,32.933716
823903,24300,0.60873866,60.9%,0.040032599,-0.017465917,-1.7%,0.009849408,119.75597
823904,24300,0.57008386,57.0%,0.0466903,0.005061837,0.5%,0.00978205,80.857964
824003,24300,0.51068115,51.1%,0.034039572,0.016211484,1.6%,0.012165305,177.14456
824004,24300,0.46744934,46.7%,0.035426263,0.004307189,0.4%,0.005129382,163.3795
824005,24300,0.52629298,52.6%,0.033749081,0.024393516,2.4%,0.018593512,203.65059
824006,24300,0.48413086,48.4%,0.045975011,0.016022682,1.6%,0.016764658,106.125
824105,24300,0.57898629,57.9%,0.025387445,-0.000754415,-0.1%,0.003080182,206.77216
824106,24300,0.52552831,52.6%,0.023181193,0.005793774,0.6%,0.004553041,285.26709
824107,24300,0.60991609,61.0%,0.028679175,0.000580478,0.1%,0.00353005,173.77534
824108,24300,0.45843405,45.8%,0.022174681,0.00882703,0.9%,0.004799022,562.98883
824113,24300,0.53306609,53.3%,0.037537023,0.014255242,1.4%,0.014939843,140.97231
824114,24300,0.47268963,47.3%,0.036484301,-0.000507578,-0.1%,0.004901946,136.13246
824115,24300,0.55674773,55.7%,0.027189268,0.000785961,0.1%,0.005323525,206.26108
824116,24300,0.4856706,48.6%,0.023807133,-0.001324412,-0.1%,0.003814663,278.45236
824117,24300,0.549734,55.0%,0.033489075,0.000374519,0.0%,0.006153426,167.11923
824119,24300,0.60970074,61.0%,0.046430368,0.033493113,3.3%,0.032806378,98.605972
824120,24300,0.55637223,55.6%,0.038185202,0.019893833,2.0%,0.019368576,182.74095
824121,24300,0.5874508,58.7%,0.033271704,-0.000113209,0.0%,0.005300173,178.61362
824122,24300,0.55663413,55.7%,0.036290754,0.006055514,0.6%,0.008585949,146.61418
824123,24300,0.54844278,54.8%,0.021164164,0.016475646,1.6%,0.00775164,437.70898
824300,24300,0.29521868,29.5%,0.010445661,0.039930765,4.0%,0.011857057,1260.9241
824400,24300,0.33839184,33.8%,0.018961955,0.086693592,8.7%,0.023876,426.77011
824503,24300,0.51223069,51.2%,0.024865471,0.011647525,1.2%,0.006872384,285.56155
824505,24300,0.49978229,50.0%,0.022515111,0.004917468,0.5%,0.004430828,303.87097
824506,24300,0.56601912,56.6%,0.025349893,0.009590583,1.0%,0.006961674,259.15704
824507,24300,0.56073451,56.1%,0.028380316,0.033716865,3.4%,0.01961863,206.25572
824601,24300,0.53437281,53.4%,0.028173909,0.012512817,1.3%,0.008213379,235.68163
824602,24300,0.45695961,45.7%,0.023229493,-0.001817179,-0.2%,0.003026117,358.78452
824701,24300,0.43321469,43.3%,0.02647505,0.020914888,2.1%,0.013126036,330.2438
824702,24300,0.40403944,40.4%,0.018116385,0.027298044,2.7%,0.010846556,620.08441
824800,24300,0.37352976,37.4%,0.013084849,0.032679647,3.3%,0.010118104,1176.2008
824900,24300,0.39859042,39.9%,0.020515274,0.043442272,4.3%,0.018605215,610.37933
825000,24300,0.46267471,46.3%,0.024469841,-9.94991E-05,0.0%,0.004806664,361.39771
825200,24300,0.45367721,45.4%,0.034496192,0.010836393,1.1%,0.012545328,158.1891
825302,24300,0.48252437,48.3%,0.023312986,0.006825309,0.7%,0.005008195,323.17371
825303,24300,0.44110918,44.1%,0.029415824,0.026505463,2.7%,0.01726626,253.10678
825304,24300,0.52145088,52.1%,0.032577027,-0.002538459,-0.3%,0.004780347,187.78941
825400,24300,0.48518196,48.5%,0.027938055,0.022780716,2.3%,0.012864894,231.715
825501,24300,0.33298698,33.3%,0.011562348,0.033963919,3.4%,0.010030228,895.09235
825503,24300,0.37110943,37.1%,0.014835143,0.026184242,2.6%,0.009510098,678.26556
825504,24300,0.36721775,36.7%,0.013693534,0.016353372,1.6%,0.007011011,683.24762
825505,24300,0.36951122,37.0%,0.014813066,0.021477912,2.1%,0.008661734,733.17596
825600,24300,0.32565635,32.6%,0.011028532,0.019413976,1.9%,0.008440764,1325.7361
825700,24300,0.34968433,35.0%,0.015816143,0.037059058,3.7%,0.015314078,642.46533
825801,24300,0.32722902,32.7%,0.011798454,0.043649103,4.4%,0.012806818,832.35803
825802,24300,0.34836945,34.8%,0.011170207,0.024309117,2.4%,0.007614339,1073.4351
825803,24300,0.34756824,34.8%,0.011857877,0.029817995,3.0%,0.009884698,952.53754
825900,24300,0.36825565,36.8%,0.016165243,0.028090257,2.8%,0.011927359,542.43219
826000,24300,0.34829175,34.8%,0.013327985,0.029933453,3.0%,0.011185908,824.65253
826100,24300,0.37878513,37.9%,0.013614019,0.026138691,2.6%,0.008885339,978.45154
826201,24300,0.33894426,33.9%,0.016243342,0.02805132,2.8%,0.012424717,316.4003
826202,24300,0.38252744,38.3%,0.013602731,0.027658237,2.8%,0.008771136,741.02563
826301,24300,0.32337141,32.3%,0.014090287,0.029634185,3.0%,0.012539693,567.25702
826303,24300,0.3781257,37.8%,0.017311562,0.018796327,1.9%,0.009869289,544.5368
826304,24300,0.33407834,33.4%,0.012434775,0.029648468,3.0%,0.011744858,549.14807
826401,24300,0.34447443,34.4%,0.012949794,0.039246522,3.9%,0.012535457,820.38208
826402,24300,0.32324171,32.3%,0.010530354,0.051495869,5.1%,0.013356874,984.3429
826500,24300,0.32846168,32.8%,0.008818568,0.032453056,3.2%,0.008057475,1371.2114
826600,24300,0.3010703,30.1%,0.010549417,0.046560302,4.7%,0.011520596,1382.577
826700,24300,0.30924127,30.9%,0.009517002,0.057222262,5.7%,0.013238824,1735.8324
826800,24300,0.31166089,31.2%,0.010630368,0.053160895,5.3%,0.014799848,1252.6777
826901,24300,0.28778175,28.8%,0.012349744,0.082090475,8.2%,0.017990116,777.13477
826902,24300,0.30600411,30.6%,0.013296232,0.048257709,4.8%,0.016348012,614.57574
827000,24300,0.31047046,31.0%,0.009915293,0.058150321,5.8%,0.013875428,1209.1863
827100,24300,0.30050501,30.1%,0.011252106,0.053322613,5.3%,0.015690856,921.26648
827200,24300,0.32417476,32.4%,0.010272324,0.039799236,4.0%,0.011523866,1004.4196
827300,24300,0.30256692,30.3%,0.010923598,0.037198935,3.7%,0.012796219,1155.5289
827400,24300,0.30376485,30.4%,0.009251066,0.048104487,4.8%,0.01092054,1415.8273
827500,24300,0.31793192,31.8%,0.009259655,0.031750366,3.2%,0.008557734,1389.3186
827600,24300,0.31338376,31.3%,0.013339685,0.027113236,2.7%,0.01236668,891.76483
827700,24300,0.32507133,32.5%,0.013211981,0.036676038,3.7%,0.012571008,703.35162
827801,24300,0.40108657,40.1%,0.020809721,0.008293926,0.8%,0.005509323,368.94977
827802,24300,0.39286897,39.3%,0.022424672,0.014313004,1.4%,0.010285972,311.49817
827804,24300,0.38757768,38.8%,0.025818976,0.020911492,2.1%,0.013914042,214.42479
827805,24300,0.39301831,39.3%,0.026708929,0.033718668,3.4%,0.019306973,191.27927
827901,24300,0.39694574,39.7%,0.032211531,0.049329136,4.9%,0.027981574,120.05737
827902,24300,0.40121335,40.1%,0.016699826,0.015975315,1.6%,0.007489277,485.1843
828000,24300,0.44434118,44.4%,0.020780772,0.004540973,0.5%,0.004142778,429.10208
828100,24300,0.49742052,49.7%,0.023978479,0.007848125,0.8%,0.005717511,294.04117
828201,24300,0.43890256,43.9%,0.023363262,0.011496266,1.1%,0.008070052,286.4024
828202,24300,0.51408333,51.4%,0.023907747,0.021048009,2.1%,0.011360988,247.18004
828300,24300,0.4859916,48.6%,0.030132212,0.006344571,0.6%,0.007877644,188.00806
828401,24300,0.46312356,46.3%,0.030644124,0.011633436,1.2%,0.009177059,204.13916
828402,24300,0.40066543,40.1%,0.024728181,0.001918598,0.2%,0.005475286,268.27386
828503,24300,0.37118343,37.1%,0.013011375,0.024891259,2.5%,0.008534705,847.81152
828504,24300,0.36614209,36.6%,0.012006186,0.037289318,3.7%,0.011053254,956.91602
828505,24300,0.51576966,51.6%,0.022852849,0.009426698,0.9%,0.006499755,272.97244
828506,24300,0.3744311,37.4%,0.013187615,0.027267631,2.7%,0.008333901,841.05939
828601,24300,0.51202506,51.2%,0.032071255,-0.000703279,-0.1%,0.005129236,225.80783
828602,24300,0.42877132,42.9%,0.02638107,0.029547838,3.0%,0.018377209,228.84541
828701,24300,0.40503365,40.5%,0.021554546,0.02097711,2.1%,0.011219217,402.21252
828702,24300,0.35998493,36.0%,0.017065329,0.024891829,2.5%,0.011467457,445.02206
828801,24300,0.42812461,42.8%,0.023513529,0.023835635,2.4%,0.013308153,303.47562
828802,24300,0.39035538,39.0%,0.024668342,0.0298301,3.0%,0.018245928,272.72946
828900,24300,0.35071215,35.1%,0.014112405,0.024699178,2.5%,0.010427842,859.81891
829000,24300,0.25501752,25.5%,0.013014405,0.078189425,7.8%,0.019001486,688.19055
829100,24300,0.32707176,32.7%,0.011555137,0.020188754,2.0%,0.008217527,1080.0702
829200,24300,0.35988918,36.0%,0.013196439,0.025155706,2.5%,0.009424483,1005.2639
829301,24300,0.40817702,40.8%,0.023076691,0.020066703,2.0%,0.012107961,311.02222
829302,24300,0.29761234,29.8%,0.010758092,0.043230869,4.3%,0.011922881,1015.7435
829401,24300,0.28859288,28.9%,0.01217491,0.064443551,6.4%,0.017105522,650.32318
829402,24300,0.32421544,32.4%,0.011768884,0.049366489,4.9%,0.012008605,592.08282
829500,24300,0.39736068,39.7%,0.021615589,0.010532962,1.1%,0.008658242,354.51544
829600,24300,0.40722504,40.7%,0.02369328,0.012978871,1.3%,0.008983026,305.14551
829700,24300,0.28686565,28.7%,0.010023724,0.055448677,5.5%,0.013733874,1373.74
829800,24300,0.39532089,39.5%,0.025566723,0.025566392,2.6%,0.014369532,242.60591
829901,24300,0.36645341,36.6%,0.013201155,0.025630726,2.6%,0.008923712,682.44122
829902,24300,0.40005624,40.0%,0.019278238,0.015112954,1.5%,0.008522831,398.56805
830001,24300,0.43757796,43.8%,0.035134248,0.006418526,0.6%,0.013247631,82.082108
830003,24300,0.36306825,36.3%,0.015048877,0.04200739,4.2%,0.014271175,526.63287
830004,24300,0.37546426,37.5%,0.016837135,0.018096011,1.8%,0.009106487,443.69345
830005,24300,0.34942812,34.9%,0.030465929,0.020645151,2.1%,0.015209106,151.97313
830006,24300,0.41529724,41.5%,0.028301869,0.021612091,2.2%,0.015863212,231.74911
830007,24300,0.38413745,38.4%,0.01524817,0.035562776,3.6%,0.011414816,583.62024
830008,24300,0.39587909,39.6%,0.021074736,0.026967755,2.7%,0.012382486,298.70633
830100,24300,0.36487967,36.5%,0.021728018,0.037559617,3.8%,0.020251375,266.78091
830201,24300,0.3500104,35.0%,0.015523821,0.028769588,2.9%,0.010705198,529.92102
830202,24300,0.40898666,40.9%,0.023800861,0.017994307,1.8%,0.010577964,222.48801
830300,24300,0.37226748,37.2%,0.011519699,0.030654019,3.1%,0.008986753,864.82501
830400,24300,0.41009593,41.0%,0.017318003,0.019847404,2.0%,0.00921975,578.13281
830500,24300,0.40146413,40.1%,0.012641767,0.016112661,1.6%,0.006468049,1163.3069
830600,24300,0.35717934,35.7%,0.011106586,0.021977184,2.2%,0.007538814,1554.9343
830700,24300,0.39859435,39.9%,0.013949241,0.024994498,2.5%,0.010150293,774.33521
830800,24300,0.44589517,44.6%,0.023803076,0.00643723,0.6%,0.011306167,263.15103
830900,24300,0.37747186,37.7%,0.020167565,0.015767597,1.6%,0.01224381,406.10727
831000,24300,0.46587244,46.6%,0.037984665,0.007679949,0.8%,0.021515822,151.32649
831100,24300,0.41529998,41.5%,0.012637292,0.018709222,1.9%,0.007052129,1340.0344
831200,24300,0.38658106,38.7%,0.011352518,0.012209561,1.2%,0.005845229,1561.6671
831300,24300,0.33609924,33.6%,0.016670456,0.024053132,2.4%,0.016501818,415.35098
831400,24300,0.33000472,33.0%,0.012793672,0.077384017,7.7%,0.017556785,756.79535
831500,24300,0.47599176,47.6%,0.019218549,0.014029721,1.4%,0.009182464,453.65872
831600,24300,0.40913004,40.9%,0.015204193,0.007877302,0.8%,0.005121305,974.86823
831700,24300,0.41911727,41.9%,0.027180711,0.002158306,0.2%,0.00927309,263.54456
831800,24300,0.49038622,49.0%,0.016438188,0.001615465,0.2%,0.004314713,893.94177
831900,24300,0.39621806,39.6%,0.039457183,0.014471787,1.4%,0.02419747,112.35245
832000,24300,0.46982607,47.0%,0.069797136,-0.015783938,-1.6%,0.054135885,49.14143
832100,24300,0.40851128,40.9%,0.019327482,0.013827227,1.4%,0.018883042,344.84845
832200,24300,0.42099151,42.1%,0.02406502,0.027989587,2.8%,0.016903816,259.51984
832300,24300,0.4098053,41.0%,0.027440321,0.012426073,1.2%,0.014976661,162.10678
832400,24300,0.41955751,42.0%,0.017115634,0.013701603,1.4%,0.010384986,869.87207
832500,24300,0.36018321,36.0%,0.030253373,0.020042809,2.0%,0.02170567,218.95053
832600,24300,0.39877012,39.9%,0.059966151,-0.008047613,-0.8%,0.014705241,73.830154
832900,24300,0.40522009,40.5%,0.049643464,0.001600763,0.2%,0.019479236,69.888214
833000,24300,0.29708055,29.7%,0.027963432,0.054209944,5.4%,0.038209394,54.509163
833100,24300,0.31979555,32.0%,0.015779505,0.031457599,3.1%,0.016029291,335.23038
833300,24300,0.41322529,41.3%,0.047624301,0.020556523,2.1%,0.028002635,91.049484
833900,24300,0.36091575,36.1%,0.013993763,0.034247708,3.4%,0.012547859,1017.8338
834000,24300,0.30889326,30.9%,0.009812519,0.052277219,5.2%,0.013648326,1031.6953
834200,24300,0.3123197,31.2%,0.009529633,0.064063534,6.4%,0.013126213,1155.2532
834300,24300,0.30061248,30.1%,0.009263814,0.060616773,6.1%,0.012072206,1116.0051
834400,24300,0.28033081,28.0%,0.01192862,0.055638649,5.6%,0.017146174,888.62616
834500,24300,0.27057639,27.1%,0.014677837,0.060742408,6.1%,0.025861578,598.25677
834600,24300,0.29137421,29.1%,0.009205395,0.065043934,6.5%,0.014833245,1687.7146
834700,24300,0.25409937,25.4%,0.012368627,0.069948301,7.0%,0.018046062,902.63306
834800,24300,0.28154424,28.2%,0.011993822,0.077382937,7.7%,0.019668492,896.86029
834900,24300,0.25748241,25.7%,0.011372991,0.062131997,6.2%,0.01620264,877.76593
835000,24300,0.3318502,33.2%,0.007833084,0.039983872,4.0%,0.008582016,2032.55
835100,24300,0.37846667,37.8%,0.010397261,0.028369384,2.8%,0.007424653,1486.0764
835200,24300,0.50068212,50.1%,0.02536482,-0.005001925,-0.5%,0.007400752,256.16211
835500,24300,0.26194149,26.2%,0.014601556,0.045200724,4.5%,0.017764712,506.63354
835600,24300,0.25639284,25.6%,0.017114803,0.10074344,10.1%,0.026550565,393.06226
835700,24300,0.24501339,24.5%,0.013295156,0.090681307,9.1%,0.025033584,0
835800,24300,0.26414692,26.4%,0.01684049,0.031074876,3.1%,0.026806591,410.16254
835900,24300,0.28799361,28.8%,0.012638537,0.038725585,3.9%,0.019741125,911.13043
836000,24300,0.29005051,29.0%,0.012438637,0.05251405,5.3%,0.017485367,1006.0715
836100,24300,0.30882192,30.9%,0.009704545,0.050551578,5.1%,0.015380892,1127.1855
836200,24300,0.36475435,36.5%,0.064060487,0.005621755,0.6%,0.028662957,54.742847
836300,24300,0.2898418,29.0%,0.0190899,0.064185165,6.4%,0.028174164,196.34265
836400,24300,0.25980932,26.0%,0.014615396,0.11139181,11.1%,0.021157211,647.63092
836500,24300,0.26382354,26.4%,0.014464745,0.056421574,5.6%,0.026564874,897.77649
836600,24300,0.34444922,34.4%,0.012586261,0.034611609,3.5%,0.011202556,994.71558
836700,24300,0.27926952,27.9%,0.011987987,0.053410597,5.3%,0.017806454,812.75543
836800,24300,0.25487435,25.5%,0.012562707,0.060084812,6.0%,0.018257366,863.66138
836900,24300,0.28232086,28.2%,0.016157301,0.080970317,8.1%,0.024550835,465.28177
837000,24300,0.26133409,26.1%,0.01469935,0.1124282,11.2%,0.022328159,622.8764
837100,24300,0.28148216,28.1%,0.015239913,0.043000959,4.3%,0.019054729,553.50232
837300,24300,0.24931072,24.9%,0.014542628,0.091292553,9.1%,0.02192373,617.39258
837400,24300,0.27838561,27.8%,0.015570768,0.089999154,9.0%,0.023819383,551.01044
837800,24300,0.28158677,28.2%,0.013583223,0.030226585,3.0%,0.014635851,813.87933
838000,24300,0.31702054,31.7%,0.014861836,0.028011162,2.8%,0.015817283,580.31464
838100,24300,0.31617203,31.6%,0.017296625,0.038220752,3.8%,0.022013532,280.41977
838200,24300,0.38922521,38.9%,0.030653048,0.021514855,2.2%,0.024172252,511.58582
838300,24300,0.27729756,27.7%,0.011555732,0.051373653,5.1%,0.019202234,892.50909
838600,24300,0.26565617,26.6%,0.017320108,0.035819255,3.6%,0.028122386,408.34506
838700,24300,0.28185821,28.2%,0.009512694,0.088594355,8.9%,0.014856667,1827.2662
838800,24300,0.32741302,32.7%,0.011876595,0.060435712,6.0%,0.016509647,917.17645
839000,24300,0.37951505,38.0%,0.029830746,0.04805769,4.8%,0.027642548,97.848808
839100,24300,0.33429429,33.4%,0.023004977,0.043659739,4.4%,0.021813901,37.376793
839200,24300,0.30298105,30.3%,0.012378289,0.053454798,5.3%,0.017045124,567.06726
839500,24300,0.26908168,26.9%,0.027913747,0.033722293,3.4%,0.033124965,122.29114
839600,24300,0.29449934,29.4%,0.017982505,0.10054594,10.1%,0.026914813,275.7876
839700,24300,0.4253726,42.5%,0.017983425,0.013968261,1.4%,0.009528818,799.08875
839800,24300,0.51709968,51.7%,0.031461418,0.006139887,0.6%,0.01124082,237.7112
839900,24300,0.39028752,39.0%,0.018718369,0.0110398,1.1%,0.008188058,545.67548
840000,24300,0.54089659,54.1%,0.02939567,0.009950619,1.0%,0.012607893,282.03088
840100,24300,0.47306055,47.3%,0.021520147,0.010376026,1.0%,0.009721903,465.42651
840200,24300,0.52591795,52.6%,0.02741787,0.016208859,1.6%,0.014764545,376.49838
840300,24300,0.44611767,44.6%,0.016471891,0.007733319,0.8%,0.00592162,820.53387
840400,24300,0.42902714,42.9%,0.016688084,0.000259312,0.0%,0.005553179,629.90564
840700,24300,0.3866767,38.7%,0.011725795,0.028432341,2.8%,0.008811987,1678.4872
840800,24300,0.40043396,40.0%,0.01299687,0.012066594,1.2%,0.006629453,1313.6471
841000,24300,0.25719461,25.7%,0.01378046,0.093479857,9.3%,0.02449498,1067.7469
841100,24300,0.49909946,49.9%,0.01564238,0.009920051,1.0%,0.00705697,896.75476
841200,24300,0.3733812,37.3%,0.010414486,0.022445276,2.2%,0.006685137,1834.6183
841300,24300,0.4471086,44.7%,0.013458238,0.009580263,1.0%,0.006332332,1368.1344
841400,24300,0.26095814,26.1%,0.017560301,0.098692432,9.9%,0.026587103,551.65393
841500,24300,0.27155986,27.2%,0.011180769,0.082859628,8.3%,0.018290771,1462.4951
841600,24300,0.24314807,24.3%,0.019141316,0.075977616,7.6%,0.029770657,442.62067
841700,24300,0.3216151,32.2%,0.017153161,0.053270977,5.3%,0.026344804,432.70718
841800,24300,0.2692588,26.9%,0.010953286,0.049703654,5.0%,0.015852718,882.75555
841900,24300,0.37334892,37.3%,0.032253869,0.054360341,5.4%,0.039893128,227.03477
842000,24300,0.32094076,32.1%,0.038187064,-0.020371785,-2.0%,0.024485262,141.6368
842100,24300,0.31038392,31.0%,0.007318148,0.062074978,6.2%,0.010227737,2171.2322
842200,24300,0.26740953,26.7%,0.013054435,0.081612252,8.2%,0.023849528,1299.1899
842300,24300,0.35599515,35.6%,0.027156346,-0.00516334,-0.5%,0.016353367,224.88266
842400,24300,0.31455028,31.5%,0.011357618,0.060503643,6.1%,0.015608371,628.7406
842500,24300,0.27572957,27.6%,0.012427001,0.028856389,2.9%,0.016224826,1248.4039
842600,24300,0.39617789,39.6%,0.016497307,0.036245741,3.6%,0.012980802,724.7558
842800,24300,0.40421602,40.4%,0.01042762,0.021637676,2.2%,0.006406455,1878.8436
842900,24300,0.27043095,27.0%,0.009025809,0.063073628,6.3%,0.01448409,1655.9127
843000,24300,0.29528734,29.5%,0.012712408,0.045631841,4.6%,0.015544054,971.98505
843100,24300,0.2969327,29.7%,0.013946835,0.076519497,7.7%,0.024990691,779.76489
843200,24300,0.40075016,40.1%,0.016090402,0.021210855,2.1%,0.010253447,711.02814
843300,24300,0.30673912,30.7%,0.014877305,0.093912035,9.4%,0.021938143,649.88
843400,24300,0.27618599,27.6%,0.015873566,0.039910235,4.0%,0.020062547,489.86761
843500,24300,0.34715798,34.7%,0.02003888,0.009928338,1.0%,0.015350798,549.12488
843600,24300,0.28714645,28.7%,0.012913964,0.055562697,5.6%,0.019136095,843.65186
843700,24300,0.39602318,39.6%,0.027099071,0.025808595,2.6%,0.019181104,227.33432
843800,24300,0.30387461,30.4%,0.014106018,0.024087496,2.4%,0.013423752,634.74915
843900,24300,0.31571877,31.6%,0.011806321,0.061763935,6.2%,0.016602976,781.52521
980000,24300,,0.0%,,,0.0%,,
980100,24300,,0.0%,,,0.0%,,
840000,24300,0.43629718,43.6%,0.024375515,0.002366648,0.2%,0.005609418,293.45343
840101,24300,0.48594561,48.6%,0.018233884,0.007432663,0.7%,0.004507478,525.93237
840102,24300,0.50413102,50.4%,0.022640847,0.00816197,0.8%,0.00568035,336.79083
