,date,temp,date2
408,2022-12-27 20:50:00+00:00,9,2022-12-27T20:50:00
409,2022-12-27 21:20:00+00:00,9,2022-12-27T21:20:00
410,2022-12-28 03:20:00+00:00,9,2022-12-28T03:20:00
411,2022-12-28 08:20:00+00:00,9,2022-12-28T08:20:00
412,2022-12-28 10:20:00+00:00,9,2022-12-28T10:20:00
413,2022-12-28 13:20:00+00:00,11,2022-12-28T13:20:00
414,2022-12-28 17:50:00+00:00,10,2022-12-28T17:50:00
415,2022-12-28 18:20:00+00:00,10,2022-12-28T18:20:00
416,2022-12-28 18:50:00+00:00,9,2022-12-28T18:50:00
417,2022-12-28 19:20:00+00:00,9,2022-12-28T19:20:00
418,2022-12-22 00:50:00+00:00,7,2022-12-22T00:50:00
419,2022-12-22 02:50:00+00:00,6,2022-12-22T02:50:00
420,2022-12-22 09:20:00+00:00,9,2022-12-22T09:20:00
421,2022-12-22 11:20:00+00:00,10,2022-12-22T11:20:00
422,2022-12-22 12:50:00+00:00,10,2022-12-22T12:50:00
423,2022-12-22 13:50:00+00:00,10,2022-12-22T13:50:00
424,2022-12-22 16:20:00+00:00,10,2022-12-22T16:20:00
425,2022-12-22 23:20:00+00:00,8,2022-12-22T23:20:00
426,2022-12-29 11:50:00+00:00,6,2022-12-29T11:50:00
427,2022-12-29 15:50:00+00:00,6,2022-12-29T15:50:00
428,2022-12-29 16:20:00+00:00,6,2022-12-29T16:20:00
429,2022-12-29 17:20:00+00:00,5,2022-12-29T17:20:00
430,2022-12-29 20:20:00+00:00,5,2022-12-29T20:20:00
431,2022-12-27 04:20:00+00:00,5,2022-12-27T04:20:00
432,2022-12-27 12:50:00+00:00,9,2022-12-27T12:50:00
433,2022-12-27 21:50:00+00:00,10,2022-12-27T21:50:00
434,2022-12-28 01:50:00+00:00,9,2022-12-28T01:50:00
435,2022-12-28 06:20:00+00:00,10,2022-12-28T06:20:00
436,2022-12-28 07:50:00+00:00,9,2022-12-28T07:50:00
437,2022-12-28 09:50:00+00:00,9,2022-12-28T09:50:00
438,2022-12-28 14:20:00+00:00,10,2022-12-28T14:20:00
439,2022-12-28 19:50:00+00:00,9,2022-12-28T19:50:00
440,2022-12-31 00:20:00+00:00,10,2022-12-31T00:20:00
441,2022-12-31 08:50:00+00:00,12,2022-12-31T08:50:00
442,2022-12-31 11:50:00+00:00,11,2022-12-31T11:50:00
443,2022-12-31 13:20:00+00:00,11,2022-12-31T13:20:00
444,2022-12-31 14:20:00+00:00,11,2022-12-31T14:20:00
445,2022-12-31 15:20:00+00:00,11,2022-12-31T15:20:00
446,2022-12-31 22:50:00+00:00,9,2022-12-31T22:50:00
447,2022-12-30 00:20:00+00:00,6,2022-12-30T00:20:00
448,2022-12-30 00:50:00+00:00,7,2022-12-30T00:50:00
449,2022-12-30 06:50:00+00:00,8,2022-12-30T06:50:00
450,2022-12-30 09:20:00+00:00,9,2022-12-30T09:20:00
451,2022-12-30 15:20:00+00:00,10,2022-12-30T15:20:00
452,2022-12-30 16:20:00+00:00,9,2022-12-30T16:20:00
453,2022-12-29 00:20:00+00:00,8,2022-12-29T00:20:00
454,2022-12-29 05:20:00+00:00,7,2022-12-29T05:20:00
455,2022-12-29 08:50:00+00:00,6,2022-12-29T08:50:00
456,2022-12-29 14:20:00+00:00,7,2022-12-29T14:20:00
457,2022-12-29 17:50:00+00:00,5,2022-12-29T17:50:00
458,2022-12-31 02:50:00+00:00,9,2022-12-31T02:50:00
459,2022-12-31 03:20:00+00:00,10,2022-12-31T03:20:00
460,2022-12-31 10:20:00+00:00,11,2022-12-31T10:20:00
461,2022-12-31 12:50:00+00:00,11,2022-12-31T12:50:00
462,2022-12-31 15:50:00+00:00,11,2022-12-31T15:50:00
463,2022-12-31 16:20:00+00:00,11,2022-12-31T16:20:00
464,2022-12-31 17:20:00+00:00,11,2022-12-31T17:20:00
465,2022-12-31 18:50:00+00:00,10,2022-12-31T18:50:00
466,2022-12-31 23:20:00+00:00,9,2022-12-31T23:20:00
467,2022-12-31 23:50:00+00:00,9,2022-12-31T23:50:00
468,2022-12-20 00:50:00+00:00,11,2022-12-20T00:50:00
469,2022-12-20 02:50:00+00:00,8,2022-12-20T02:50:00
470,2022-12-20 04:50:00+00:00,7,2022-12-20T04:50:00
471,2022-12-20 06:20:00+00:00,7,2022-12-20T06:20:00
472,2022-12-20 06:50:00+00:00,7,2022-12-20T06:50:00
473,2022-12-20 07:20:00+00:00,7,2022-12-20T07:20:00
474,2022-12-20 08:20:00+00:00,6,2022-12-20T08:20:00
475,2022-12-20 09:50:00+00:00,7,2022-12-20T09:50:00
476,2022-12-20 13:50:00+00:00,9,2022-12-20T13:50:00
477,2022-12-20 14:50:00+00:00,9,2022-12-20T14:50:00
478,2022-12-20 17:50:00+00:00,7,2022-12-20T17:50:00
479,2022-12-20 21:20:00+00:00,6,2022-12-20T21:20:00
480,2022-12-21 04:50:00+00:00,8,2022-12-21T04:50:00
481,2022-12-21 07:20:00+00:00,8,2022-12-21T07:20:00
482,2022-12-21 07:50:00+00:00,7,2022-12-21T07:50:00
483,2022-12-21 12:20:00+00:00,9,2022-12-21T12:20:00
484,2022-12-21 16:20:00+00:00,8,2022-12-21T16:20:00
485,2022-12-21 21:20:00+00:00,7,2022-12-21T21:20:00
486,2022-12-22 01:20:00+00:00,6,2022-12-22T01:20:00
487,2022-12-22 05:50:00+00:00,8,2022-12-22T05:50:00
488,2022-12-22 07:20:00+00:00,8,2022-12-22T07:20:00
489,2022-12-22 08:20:00+00:00,9,2022-12-22T08:20:00
490,2022-12-22 14:50:00+00:00,10,2022-12-22T14:50:00
491,2022-12-22 15:50:00+00:00,10,2022-12-22T15:50:00
492,2022-12-22 20:20:00+00:00,8,2022-12-22T20:20:00
493,2022-12-22 22:50:00+00:00,8,2022-12-22T22:50:00
494,2022-12-24 01:50:00+00:00,9,2022-12-24T01:50:00
495,2022-12-24 04:20:00+00:00,8,2022-12-24T04:20:00
496,2022-12-24 06:50:00+00:00,6,2022-12-24T06:50:00
497,2022-12-24 10:20:00+00:00,7,2022-12-24T10:20:00
498,2022-12-24 10:50:00+00:00,8,2022-12-24T10:50:00
499,2022-12-24 13:50:00+00:00,11,2022-12-24T13:50:00
500,2022-12-24 14:20:00+00:00,10,2022-12-24T14:20:00
501,2022-12-25 02:50:00+00:00,9,2022-12-25T02:50:00
502,2022-12-25 03:20:00+00:00,9,2022-12-25T03:20:00
503,2022-12-25 04:50:00+00:00,10,2022-12-25T04:50:00
504,2022-12-25 08:20:00+00:00,10,2022-12-25T08:20:00
505,2022-12-25 11:20:00+00:00,10,2022-12-25T11:20:00
506,2022-12-25 11:50:00+00:00,8,2022-12-25T11:50:00
507,2022-12-25 22:50:00+00:00,8,2022-12-25T22:50:00
508,2022-12-14 06:20:00+00:00,-3,2022-12-14T06:20:00
509,2022-12-14 08:20:00+00:00,-3,2022-12-14T08:20:00
510,2022-12-14 11:20:00+00:00,-3,2022-12-14T11:20:00
511,2022-12-14 23:50:00+00:00,-4,2022-12-14T23:50:00
512,2022-12-16 04:20:00+00:00,-2,2022-12-16T04:20:00
513,2022-12-16 08:20:00+00:00,-3,2022-12-16T08:20:00
514,2022-12-16 12:50:00+00:00,2,2022-12-16T12:50:00
515,2022-12-16 16:50:00+00:00,0,2022-12-16T16:50:00
516,2022-12-16 18:20:00+00:00,0,2022-12-16T18:20:00
517,2022-12-16 21:20:00+00:00,1,2022-12-16T21:20:00
518,2022-12-16 21:50:00+00:00,0,2022-12-16T21:50:00
519,2022-12-16 22:20:00+00:00,1,2022-12-16T22:20:00
520,2022-12-17 00:20:00+00:00,2,2022-12-17T00:20:00
521,2022-12-17 00:50:00+00:00,2,2022-12-17T00:50:00
522,2022-12-17 02:20:00+00:00,2,2022-12-17T02:20:00
523,2022-12-17 04:20:00+00:00,3,2022-12-17T04:20:00
524,2022-12-17 10:20:00+00:00,4,2022-12-17T10:20:00
525,2022-12-17 10:50:00+00:00,4,2022-12-17T10:50:00
526,2022-12-17 11:50:00+00:00,4,2022-12-17T11:50:00
527,2022-12-17 21:50:00+00:00,1,2022-12-17T21:50:00
528,2022-12-15 04:20:00+00:00,-4,2022-12-15T04:20:00
529,2022-12-15 06:50:00+00:00,-4,2022-12-15T06:50:00
530,2022-12-15 08:50:00+00:00,-4,2022-12-15T08:50:00
531,2022-12-15 13:20:00+00:00,0,2022-12-15T13:20:00
532,2022-12-15 16:20:00+00:00,-1,2022-12-15T16:20:00
533,2022-12-15 18:50:00+00:00,-1,2022-12-15T18:50:00
534,2022-12-15 22:20:00+00:00,-1,2022-12-15T22:20:00
535,2022-12-29 05:50:00+00:00,7,2022-12-29T05:50:00
536,2022-12-29 09:20:00+00:00,6,2022-12-29T09:20:00
537,2022-12-29 09:50:00+00:00,6,2022-12-29T09:50:00
538,2022-12-29 10:20:00+00:00,5,2022-12-29T10:20:00
539,2022-12-29 11:20:00+00:00,6,2022-12-29T11:20:00
540,2022-12-29 14:50:00+00:00,7,2022-12-29T14:50:00
541,2022-12-29 18:50:00+00:00,5,2022-12-29T18:50:00
542,2022-12-29 21:50:00+00:00,5,2022-12-29T21:50:00
543,2022-12-29 23:20:00+00:00,5,2022-12-29T23:20:00
544,2022-12-29 23:50:00+00:00,6,2022-12-29T23:50:00
545,2022-12-23 00:50:00+00:00,8,2022-12-23T00:50:00
546,2022-12-23 01:50:00+00:00,8,2022-12-23T01:50:00
547,2022-12-23 07:20:00+00:00,7,2022-12-23T07:20:00
548,2022-12-23 10:50:00+00:00,11,2022-12-23T10:50:00
549,2022-12-23 19:20:00+00:00,9,2022-12-23T19:20:00
550,2022-12-23 21:50:00+00:00,9,2022-12-23T21:50:00
551,2022-12-23 22:20:00+00:00,9,2022-12-23T22:20:00
552,2022-12-26 08:50:00+00:00,3,2022-12-26T08:50:00
553,2022-12-26 11:50:00+00:00,5,2022-12-26T11:50:00
554,2022-12-26 19:50:00+00:00,4,2022-12-26T19:50:00
555,2022-12-26 21:20:00+00:00,5,2022-12-26T21:20:00
556,2022-12-26 22:50:00+00:00,5,2022-12-26T22:50:00
557,2022-12-27 05:50:00+00:00,5,2022-12-27T05:50:00
558,2022-12-27 11:50:00+00:00,9,2022-12-27T11:50:00
559,2022-12-27 12:20:00+00:00,9,2022-12-27T12:20:00
560,2022-12-27 14:20:00+00:00,8,2022-12-27T14:20:00
561,2022-12-27 17:20:00+00:00,8,2022-12-27T17:20:00
562,2022-12-27 18:20:00+00:00,8,2022-12-27T18:20:00
563,2022-12-27 19:20:00+00:00,8,2022-12-27T19:20:00
564,2022-12-27 19:50:00+00:00,9,2022-12-27T19:50:00
565,2022-12-27 22:50:00+00:00,10,2022-12-27T22:50:00
566,2022-12-28 00:20:00+00:00,9,2022-12-28T00:20:00
567,2022-12-28 00:50:00+00:00,9,2022-12-28T00:50:00
568,2022-12-28 02:50:00+00:00,9,2022-12-28T02:50:00
569,2022-12-28 03:50:00+00:00,9,2022-12-28T03:50:00
570,2022-12-28 04:20:00+00:00,9,2022-12-28T04:20:00
571,2022-12-28 07:20:00+00:00,10,2022-12-28T07:20:00
572,2022-12-28 10:50:00+00:00,9,2022-12-28T10:50:00
573,2022-12-28 17:20:00+00:00,10,2022-12-28T17:20:00
574,2022-12-28 21:20:00+00:00,9,2022-12-28T21:20:00
575,2022-12-28 21:50:00+00:00,8,2022-12-28T21:50:00
576,2022-12-28 23:50:00+00:00,8,2022-12-28T23:50:00
577,2022-12-30 01:20:00+00:00,7,2022-12-30T01:20:00
578,2022-12-30 04:20:00+00:00,8,2022-12-30T04:20:00
579,2022-12-30 07:50:00+00:00,8,2022-12-30T07:50:00
580,2022-12-30 13:20:00+00:00,11,2022-12-30T13:20:00
581,2022-12-30 17:20:00+00:00,9,2022-12-30T17:20:00
582,2022-12-30 18:20:00+00:00,9,2022-12-30T18:20:00
583,2022-12-30 23:20:00+00:00,10,2022-12-30T23:20:00
584,2022-12-31 07:20:00+00:00,12,2022-12-31T07:20:00
585,2022-12-31 07:50:00+00:00,12,2022-12-31T07:50:00
586,2022-12-31 21:50:00+00:00,10,2022-12-31T21:50:00
587,2022-12-01 01:50:00+00:00,2,2022-12-01T01:50:00
588,2022-12-01 06:20:00+00:00,1,2022-12-01T06:20:00
589,2022-12-02 00:50:00+00:00,0,2022-12-02T00:50:00
590,2022-12-02 08:50:00+00:00,0,2022-12-02T08:50:00
591,2022-12-02 12:50:00+00:00,2,2022-12-02T12:50:00
592,2022-12-02 13:20:00+00:00,3,2022-12-02T13:20:00
593,2022-12-02 14:20:00+00:00,3,2022-12-02T14:20:00
594,2022-12-02 22:50:00+00:00,3,2022-12-02T22:50:00
595,2022-12-02 23:20:00+00:00,3,2022-12-02T23:20:00
596,2022-12-03 01:50:00+00:00,4,2022-12-03T01:50:00
597,2022-12-03 04:20:00+00:00,4,2022-12-03T04:20:00
598,2022-12-03 15:50:00+00:00,5,2022-12-03T15:50:00
599,2022-12-03 19:50:00+00:00,4,2022-12-03T19:50:00
600,2022-12-03 23:20:00+00:00,3,2022-12-03T23:20:00
601,2022-12-04 01:20:00+00:00,3,2022-12-04T01:20:00
602,2022-12-04 06:50:00+00:00,2,2022-12-04T06:50:00
603,2022-12-04 08:50:00+00:00,2,2022-12-04T08:50:00
604,2022-12-04 14:20:00+00:00,3,2022-12-04T14:20:00
605,2022-12-04 15:50:00+00:00,3,2022-12-04T15:50:00
606,2022-12-04 18:50:00+00:00,4,2022-12-04T18:50:00
607,2022-12-04 23:20:00+00:00,3,2022-12-04T23:20:00
608,2022-12-09 00:20:00+00:00,-2,2022-12-09T00:20:00
609,2022-12-09 06:50:00+00:00,-1,2022-12-09T06:50:00
610,2022-12-09 12:20:00+00:00,2,2022-12-09T12:20:00
611,2022-12-09 20:50:00+00:00,1,2022-12-09T20:50:00
612,2022-12-09 22:20:00+00:00,1,2022-12-09T22:20:00
613,2022-12-09 22:50:00+00:00,1,2022-12-09T22:50:00
614,2022-12-09 23:50:00+00:00,1,2022-12-09T23:50:00
615,2022-12-10 15:50:00+00:00,2,2022-12-10T15:50:00
616,2022-12-10 23:50:00+00:00,1,2022-12-10T23:50:00
617,2022-12-11 11:50:00+00:00,0,2022-12-11T11:50:00
618,2022-12-11 16:20:00+00:00,0,2022-12-11T16:20:00
619,2022-12-11 17:50:00+00:00,0,2022-12-11T17:50:00
620,2022-12-08 00:50:00+00:00,0,2022-12-08T00:50:00
621,2022-12-08 01:20:00+00:00,-1,2022-12-08T01:20:00
622,2022-12-08 20:50:00+00:00,-1,2022-12-08T20:50:00
623,2022-12-08 22:20:00+00:00,-1,2022-12-08T22:20:00
624,2022-12-07 01:50:00+00:00,2,2022-12-07T01:50:00
625,2022-12-07 10:20:00+00:00,1,2022-12-07T10:20:00
626,2022-12-07 13:50:00+00:00,3,2022-12-07T13:50:00
627,2022-12-07 14:20:00+00:00,3,2022-12-07T14:20:00
628,2022-12-07 15:20:00+00:00,3,2022-12-07T15:20:00
629,2022-12-07 16:50:00+00:00,1,2022-12-07T16:50:00
630,2022-12-07 20:50:00+00:00,0,2022-12-07T20:50:00
631,2022-12-07 22:20:00+00:00,1,2022-12-07T22:20:00
632,2022-12-06 00:20:00+00:00,5,2022-12-06T00:20:00
633,2022-12-06 06:20:00+00:00,4,2022-12-06T06:20:00
634,2022-12-06 15:20:00+00:00,3,2022-12-06T15:20:00
635,2022-12-06 17:20:00+00:00,4,2022-12-06T17:20:00
636,2022-12-06 19:50:00+00:00,4,2022-12-06T19:50:00
637,2022-12-06 20:50:00+00:00,4,2022-12-06T20:50:00
638,2022-12-05 06:20:00+00:00,3,2022-12-05T06:20:00
639,2022-12-05 11:20:00+00:00,5,2022-12-05T11:20:00
640,2022-12-05 12:50:00+00:00,6,2022-12-05T12:50:00
641,2022-12-05 20:20:00+00:00,5,2022-12-05T20:20:00
642,2022-12-01 02:50:00+00:00,2,2022-12-01T02:50:00
643,2022-12-01 03:50:00+00:00,1,2022-12-01T03:50:00
644,2022-12-01 05:20:00+00:00,1,2022-12-01T05:20:00
645,2022-12-01 11:20:00+00:00,3,2022-12-01T11:20:00
646,2022-12-01 20:20:00+00:00,2,2022-12-01T20:20:00
647,2022-12-01 21:20:00+00:00,1,2022-12-01T21:20:00
648,2022-12-02 02:20:00+00:00,0,2022-12-02T02:20:00
649,2022-12-02 04:20:00+00:00,0,2022-12-02T04:20:00
650,2022-12-02 05:20:00+00:00,0,2022-12-02T05:20:00
651,2022-12-02 21:50:00+00:00,4,2022-12-02T21:50:00
652,2022-12-02 23:50:00+00:00,3,2022-12-02T23:50:00
653,2022-12-03 00:50:00+00:00,4,2022-12-03T00:50:00
654,2022-12-03 01:20:00+00:00,4,2022-12-03T01:20:00
655,2022-12-03 06:20:00+00:00,4,2022-12-03T06:20:00
656,2022-12-03 10:50:00+00:00,4,2022-12-03T10:50:00
657,2022-12-03 16:50:00+00:00,4,2022-12-03T16:50:00
658,2022-12-03 22:20:00+00:00,3,2022-12-03T22:20:00
659,2022-12-04 00:20:00+00:00,3,2022-12-04T00:20:00
660,2022-12-04 02:50:00+00:00,3,2022-12-04T02:50:00
661,2022-12-04 06:20:00+00:00,2,2022-12-04T06:20:00
662,2022-12-04 19:20:00+00:00,4,2022-12-04T19:20:00
663,2022-12-04 20:20:00+00:00,3,2022-12-04T20:20:00
664,2022-12-04 21:50:00+00:00,3,2022-12-04T21:50:00
665,2022-12-05 11:50:00+00:00,5,2022-12-05T11:50:00
666,2022-12-05 19:20:00+00:00,6,2022-12-05T19:20:00
667,2022-12-05 20:50:00+00:00,5,2022-12-05T20:50:00
668,2022-12-05 22:50:00+00:00,5,2022-12-05T22:50:00
669,2022-12-06 05:50:00+00:00,4,2022-12-06T05:50:00
670,2022-12-06 08:50:00+00:00,3,2022-12-06T08:50:00
671,2022-12-06 13:20:00+00:00,5,2022-12-06T13:20:00
672,2022-12-06 13:50:00+00:00,5,2022-12-06T13:50:00
673,2022-12-06 21:20:00+00:00,3,2022-12-06T21:20:00
674,2022-12-07 09:50:00+00:00,1,2022-12-07T09:50:00
675,2022-12-07 11:50:00+00:00,3,2022-12-07T11:50:00
676,2022-12-07 13:20:00+00:00,3,2022-12-07T13:20:00
677,2022-12-07 18:50:00+00:00,1,2022-12-07T18:50:00
678,2022-12-06 01:20:00+00:00,5,2022-12-06T01:20:00
679,2022-12-06 04:50:00+00:00,4,2022-12-06T04:50:00
680,2022-12-06 06:50:00+00:00,4,2022-12-06T06:50:00
681,2022-12-06 07:20:00+00:00,4,2022-12-06T07:20:00
682,2022-12-06 12:20:00+00:00,4,2022-12-06T12:20:00
683,2022-12-06 12:50:00+00:00,5,2022-12-06T12:50:00
684,2022-12-06 16:50:00+00:00,4,2022-12-06T16:50:00
685,2022-12-06 22:20:00+00:00,3,2022-12-06T22:20:00
686,2022-12-06 23:20:00+00:00,2,2022-12-06T23:20:00
687,2022-12-08 03:50:00+00:00,-2,2022-12-08T03:50:00
688,2022-12-08 04:20:00+00:00,0,2022-12-08T04:20:00
689,2022-12-08 06:50:00+00:00,0,2022-12-08T06:50:00
690,2022-12-08 12:20:00+00:00,3,2022-12-08T12:20:00
691,2022-12-08 13:20:00+00:00,3,2022-12-08T13:20:00
692,2022-12-08 14:20:00+00:00,3,2022-12-08T14:20:00
693,2022-12-08 14:50:00+00:00,3,2022-12-08T14:50:00
694,2022-12-08 18:20:00+00:00,1,2022-12-08T18:20:00
695,2022-12-08 18:50:00+00:00,1,2022-12-08T18:50:00
696,2022-12-07 05:50:00+00:00,1,2022-12-07T05:50:00
697,2022-12-07 08:20:00+00:00,0,2022-12-07T08:20:00
698,2022-12-07 10:50:00+00:00,3,2022-12-07T10:50:00
699,2022-12-11 09:20:00+00:00,0,2022-12-11T09:20:00
700,2022-12-11 15:50:00+00:00,0,2022-12-11T15:50:00
701,2022-12-11 19:50:00+00:00,0,2022-12-11T19:50:00
702,2022-12-11 21:50:00+00:00,0,2022-12-11T21:50:00
703,2022-12-09 04:20:00+00:00,-3,2022-12-09T04:20:00
704,2022-12-09 05:20:00+00:00,-2,2022-12-09T05:20:00
705,2022-12-09 07:20:00+00:00,-1,2022-12-09T07:20:00
706,2022-12-09 13:20:00+00:00,2,2022-12-09T13:20:00
707,2022-12-09 15:50:00+00:00,0,2022-12-09T15:50:00
708,2022-12-09 17:50:00+00:00,0,2022-12-09T17:50:00
709,2022-12-09 18:50:00+00:00,0,2022-12-09T18:50:00
710,2022-12-12 05:20:00+00:00,-1,2022-12-12T05:20:00
711,2022-12-12 06:20:00+00:00,-1,2022-12-12T06:20:00
712,2022-12-12 07:20:00+00:00,-2,2022-12-12T07:20:00
713,2022-12-12 12:50:00+00:00,-1,2022-12-12T12:50:00
714,2022-12-12 19:50:00+00:00,-2,2022-12-12T19:50:00
715,2022-12-14 02:50:00+00:00,-2,2022-12-14T02:50:00
716,2022-12-14 06:50:00+00:00,-3,2022-12-14T06:50:00
717,2022-12-14 08:50:00+00:00,-3,2022-12-14T08:50:00
718,2022-12-14 10:20:00+00:00,-2,2022-12-14T10:20:00
719,2022-12-14 10:50:00+00:00,-2,2022-12-14T10:50:00
720,2022-12-14 12:20:00+00:00,-2,2022-12-14T12:20:00
721,2022-12-14 12:50:00+00:00,-3,2022-12-14T12:50:00
722,2022-12-14 16:50:00+00:00,-2,2022-12-14T16:50:00
723,2022-12-14 21:50:00+00:00,-3,2022-12-14T21:50:00
724,2022-12-13 01:20:00+00:00,-1,2022-12-13T01:20:00
725,2022-12-13 07:50:00+00:00,-2,2022-12-13T07:50:00
726,2022-12-13 10:20:00+00:00,-1,2022-12-13T10:20:00
727,2022-12-13 11:50:00+00:00,-1,2022-12-13T11:50:00
728,2022-12-13 14:50:00+00:00,0,2022-12-13T14:50:00
729,2022-12-13 16:50:00+00:00,-1,2022-12-13T16:50:00
730,2022-12-13 18:50:00+00:00,-1,2022-12-13T18:50:00
731,2022-12-10 04:20:00+00:00,0,2022-12-10T04:20:00
732,2022-12-10 04:50:00+00:00,0,2022-12-10T04:50:00
733,2022-12-10 05:20:00+00:00,0,2022-12-10T05:20:00
734,2022-12-10 09:20:00+00:00,1,2022-12-10T09:20:00
735,2022-12-10 10:50:00+00:00,2,2022-12-10T10:50:00
736,2022-12-10 11:50:00+00:00,2,2022-12-10T11:50:00
737,2022-12-10 13:20:00+00:00,3,2022-12-10T13:20:00
738,2022-12-10 14:20:00+00:00,4,2022-12-10T14:20:00
739,2022-12-10 17:20:00+00:00,1,2022-12-10T17:20:00
740,2022-12-10 19:20:00+00:00,1,2022-12-10T19:20:00
741,2022-12-10 20:20:00+00:00,2,2022-12-10T20:20:00
742,2022-12-08 05:20:00+00:00,0,2022-12-08T05:20:00
743,2022-12-08 09:50:00+00:00,1,2022-12-08T09:50:00
744,2022-12-08 11:50:00+00:00,3,2022-12-08T11:50:00
745,2022-12-08 20:20:00+00:00,0,2022-12-08T20:20:00
746,2022-12-08 21:50:00+00:00,-1,2022-12-08T21:50:00
747,2022-12-12 01:50:00+00:00,-1,2022-12-12T01:50:00
748,2022-12-12 09:50:00+00:00,-2,2022-12-12T09:50:00
749,2022-12-12 11:50:00+00:00,-2,2022-12-12T11:50:00
750,2022-12-12 15:50:00+00:00,-2,2022-12-12T15:50:00
751,2022-12-12 17:20:00+00:00,-2,2022-12-12T17:20:00
752,2022-12-12 22:50:00+00:00,-1,2022-12-12T22:50:00
753,2022-12-12 23:50:00+00:00,-1,2022-12-12T23:50:00
754,2022-12-01 05:50:00+00:00,1,2022-12-01T05:50:00
755,2022-12-01 07:20:00+00:00,1,2022-12-01T07:20:00
756,2022-12-01 09:20:00+00:00,2,2022-12-01T09:20:00
757,2022-12-01 09:50:00+00:00,2,2022-12-01T09:50:00
758,2022-12-01 12:20:00+00:00,3,2022-12-01T12:20:00
759,2022-12-01 17:50:00+00:00,3,2022-12-01T17:50:00
760,2022-12-01 22:20:00+00:00,1,2022-12-01T22:20:00
761,2022-12-01 22:50:00+00:00,1,2022-12-01T22:50:00
762,2022-12-02 03:50:00+00:00,0,2022-12-02T03:50:00
763,2022-12-02 04:50:00+00:00,0,2022-12-02T04:50:00
764,2022-12-02 06:20:00+00:00,0,2022-12-02T06:20:00
765,2022-12-02 07:20:00+00:00,0,2022-12-02T07:20:00
766,2022-12-02 12:20:00+00:00,2,2022-12-02T12:20:00
767,2022-12-02 15:50:00+00:00,3,2022-12-02T15:50:00
768,2022-12-02 17:20:00+00:00,3,2022-12-02T17:20:00
769,2022-12-02 17:50:00+00:00,3,2022-12-02T17:50:00
770,2022-12-03 03:20:00+00:00,4,2022-12-03T03:20:00
771,2022-12-03 03:50:00+00:00,4,2022-12-03T03:50:00
772,2022-12-03 07:20:00+00:00,4,2022-12-03T07:20:00
773,2022-12-03 08:20:00+00:00,4,2022-12-03T08:20:00
774,2022-12-03 09:20:00+00:00,4,2022-12-03T09:20:00
775,2022-12-03 10:20:00+00:00,4,2022-12-03T10:20:00
776,2022-12-03 11:50:00+00:00,5,2022-12-03T11:50:00
777,2022-12-03 12:20:00+00:00,4,2022-12-03T12:20:00
778,2022-12-03 21:20:00+00:00,4,2022-12-03T21:20:00
779,2022-12-03 21:50:00+00:00,4,2022-12-03T21:50:00
780,2022-12-03 22:50:00+00:00,3,2022-12-03T22:50:00
781,2022-12-04 09:50:00+00:00,2,2022-12-04T09:50:00
782,2022-12-04 13:50:00+00:00,3,2022-12-04T13:50:00
783,2022-12-04 22:20:00+00:00,3,2022-12-04T22:20:00
784,2022-12-05 00:50:00+00:00,3,2022-12-05T00:50:00
785,2022-12-05 02:50:00+00:00,3,2022-12-05T02:50:00
786,2022-12-05 04:20:00+00:00,3,2022-12-05T04:20:00
787,2022-12-05 06:50:00+00:00,3,2022-12-05T06:50:00
788,2022-12-05 07:20:00+00:00,3,2022-12-05T07:20:00
789,2022-12-05 08:20:00+00:00,4,2022-12-05T08:20:00
790,2022-12-05 10:50:00+00:00,5,2022-12-05T10:50:00
791,2022-12-05 12:20:00+00:00,6,2022-12-05T12:20:00
792,2022-12-05 13:50:00+00:00,6,2022-12-05T13:50:00
793,2022-12-05 23:20:00+00:00,5,2022-12-05T23:20:00
794,2022-12-05 23:50:00+00:00,5,2022-12-05T23:50:00
795,2022-12-11 05:20:00+00:00,0,2022-12-11T05:20:00
796,2022-12-11 07:20:00+00:00,0,2022-12-11T07:20:00
797,2022-12-11 10:20:00+00:00,-1,2022-12-11T10:20:00
798,2022-12-11 12:50:00+00:00,0,2022-12-11T12:50:00
799,2022-12-11 14:50:00+00:00,0,2022-12-11T14:50:00
800,2022-12-11 15:20:00+00:00,0,2022-12-11T15:20:00
801,2022-12-15 01:20:00+00:00,-4,2022-12-15T01:20:00
802,2022-12-15 03:20:00+00:00,-4,2022-12-15T03:20:00
803,2022-12-15 09:20:00+00:00,-3,2022-12-15T09:20:00
804,2022-12-15 10:20:00+00:00,-2,2022-12-15T10:20:00
805,2022-12-15 11:50:00+00:00,0,2022-12-15T11:50:00
806,2022-12-15 20:50:00+00:00,-1,2022-12-15T20:50:00
807,2022-12-15 23:50:00+00:00,-2,2022-12-15T23:50:00
808,2022-12-16 02:50:00+00:00,-2,2022-12-16T02:50:00
809,2022-12-16 06:50:00+00:00,-3,2022-12-16T06:50:00
810,2022-12-16 12:20:00+00:00,2,2022-12-16T12:20:00
811,2022-12-16 15:20:00+00:00,1,2022-12-16T15:20:00
812,2022-12-16 20:20:00+00:00,0,2022-12-16T20:20:00
813,2022-12-18 07:50:00+00:00,2,2022-12-18T07:50:00
814,2022-12-18 08:20:00+00:00,2,2022-12-18T08:20:00
815,2022-12-18 08:50:00+00:00,2,2022-12-18T08:50:00
816,2022-12-18 16:20:00+00:00,9,2022-12-18T16:20:00
